XID,Project Name,City,Magicbricks.com Link
r208065,RWA DDA Flats L Block,South Delhi,https://www.magicbricks.com/flats-for-rent-near-dda-sports-complex-block-l-saket-new-delhi-pppfr
r423720,Dhanlaxmi Dhananjay Hill View,Beyond Mira Road,https://www.magicbricks.com/Mamurdi-in-Pune-Overview
r327383,Sonam Indradhanush,Mira Bhayandar,https://www.magicbricks.com/indradhanush-mira-bhayandar-mumbai-pdpid-4d4235313935373731
r125,Sureka Sunrise Symphony,Kolkata East,https://www.magicbricks.com/project-sunrise-symphony-for-sale-in-kolkata-pppfs
r388678,Kinetic Palazzo,Hyderabad,https://www.magicbricks.com/kinetic-palazzo-nallagandla-hyderabad-pdpid-4d4235333332393737
r418176,Matrubhumi The Grand Residences,Western Mumbai,https://www.magicbricks.com/matrubhumi-the-grand-residences-borivali-east-mumbai-pdpid-4d4235343137373535
r65852,Bramha Exuberance,Pune South,https://www.magicbricks.com/project-bramha-exuberance-3bhk-for-sale-in-pune-pppfs
r12726,Jai Maa Kalyani Apartment,Dwarka Delhi,https://www.magicbricks.com/kalyani-apartments-dwarka-sector-4-new-delhi-pdpid-4d4235303130363439
r79340,Vaswani Exquisite,Bangalore East,https://www.magicbricks.com/project-vaswani-exquisite-for-sale-in-bangalore-pppfs
r269667,Myhna Maple,Bangalore East,https://www.magicbricks.com/project-myhna-maple-for-sale-in-bangalore-pppfs
r58028,Suraj Complex,Navi Mumbai,https://www.magicbricks.com/project-suraj-complex-for-sale-in-navi-mumbai-pppfs
r367455,Prestige Primrose Hills,Bangalore South,https://www.magicbricks.com/project-prestige-primrose-hills-for-sale-in-bangalore-pppfs
r401173,Asteria by Courtyard,Thane,https://www.magicbricks.com/narang-asteria-by-courtyard-pokharan-road-number-2-thane-pdpid-4d4235333638303035
r433348,Shree Sankalp Siddh Vivant,Rajkot,https://www.magicbricks.com/sankalp-siddh-hari-nagar-rajkot-pdpid-4d4235333033383031
r424721,Kiwale Navyam,Pune West,https://www.magicbricks.com/navyam-ravet-pune-pdpid-4d4235343231323031
r267707,Kanakia Hollywood,Western Mumbai,https://www.magicbricks.com/kanakia-hollywood-versova-mumbai-pdpid-4d4235303933393937
r17888,Odyssey CHS Mumbai,South Mumbai,https://www.magicbricks.com/single-room-for-rent-in-mumbai-south-mumbai-pppfr
r78397,SNN Raj Lakeview Phase 2,Bangalore South,https://www.magicbricks.com/snn-raj-lake-view-phase-ii-btm-layout-bangalore-pdpid-4d4235303339323035
r24814,Keystone Elita,Navi Mumbai,https://www.magicbricks.com/project-keystone-elita-for-sale-in-navi-mumbai-pppfs
r223445,Nabhraj Nandanvan Phase 3,Aurangabad,https://www.magicbricks.com/apartments-for-sale-in-kalda-corner-aurangabad-pppfs
r369262,Oriental Viola,Ahmedabad West,https://www.magicbricks.com/project-oriental-viola-4bhk-for-sale-in-ahmedabad-pppfs
r178815,Royal Orchid,Hyderabad,https://www.magicbricks.com/royal-orchid-red-hills-red-hills-hyderabad-pdpid-4d4235323134333835
r12560,CGHS Swarup Sadan,Dwarka Delhi,https://www.magicbricks.com/swaroop-sadan-dwarka-new-delhi-pdpid-4d4235303335303438
r28616,Vertical Oriana,Pune East,https://www.magicbricks.com/project-vertical-oriana-for-sale-in-pune-pppfs
r95006,Puraniks Abitante,Pune West,https://www.magicbricks.com/project-puraniks-abitante-fiore-for-sale-in-pune-pppfs
r8512,G M Kenjale Emirus,Pune West,https://www.magicbricks.com/emirus-baner-pune-pdpid-4d4235303232323932
r1011,Kohinoor Shangrila,Pune North,https://www.magicbricks.com/project-kohinoor-shangrila-for-sale-in-pune-pppfs
r65412,TDI City,Mohali,https://www.magicbricks.com/project-tdi-city-i-for-sale-in-mohali-pppfs
r31630,Everest Hari Om Heritage,Navi Mumbai,https://www.magicbricks.com/hari-om-heritage-kharghar-navi-mumbai-pdpid-4d4235303337343530
r429276,NCC Urban Ivy Towers,Chennai South,https://www.magicbricks.com/project-ncc-urban-ivy-towers-3bhk-for-sale-in-chennai-pppfs
r395921,Sheladia Divine,Ahmedabad West,https://www.magicbricks.com/project-sheladia-divine-2bhk-for-sale-in-ahmedabad-pppfs
r398453,BM Satyam Solaris,Central Mumbai,https://www.magicbricks.com/project-satyam-solaris-for-sale-in-mumbai-pppfs
r37216,Ambience Caitriona,Gurgaon,https://www.magicbricks.com/ambience-caitriona-sector-24-gurgaon-pdpid-4d4235303635383138
r428647,Maha Srri Maruthi Vip Nagar,Coimbatore,https://www.magicbricks.com/blog/port-blair-airport/132596.html
r320989,Dynamix Divum,Western Mumbai,https://www.magicbricks.com/dynamix-divum-malad-east-mumbai-pdpid-4d4235313235363933
r223215,DDA Shanti Kunj Apartments,Dwarka Delhi,https://www.magicbricks.com/project-dda-shanti-kunj-apartment-for-sale-in-new-delhi-pppfs
r4734,Paradise Sai Mannat,Navi Mumbai,https://www.magicbricks.com/sai-mannat-kharghar-navi-mumbai-pdpid-4d4235303139373830
r437900,EV 23 Malibu West,Navi Mumbai,https://www.magicbricks.com/ev-23-malibu-west-kopar-khairane-navi-mumbai-pdpid-4d4235343236313635
r847,CHD Avenue 71,Gurgaon,https://www.magicbricks.com/project-chd-avenue-71-for-sale-in-gurgaon-pppfs
r378339,Safal Orchid Valley,Ahmedabad West,https://www.magicbricks.com/project-orchid-valley-for-sale-in-ahmedabad-pppfs
r1248,Kalpataru Harmony,Pune West,https://www.magicbricks.com/kalpataru-harmony-wakad-pune-pdpid-4d4235303233353134
r382057,Eden Park at The Prestige City,Bangalore East,https://www.magicbricks.com/project-eden-park-at-the-prestige-city-for-sale-in-bangalore-pppfs
r62341,Amanora Future Towers,Pune East,https://www.magicbricks.com/project-future-towers-4bhk-for-sale-in-pune-pppfs
r379597,Agarwal Floresta,Western Mumbai,https://www.magicbricks.com/agarwal-floresta-maple-goregaon-east-mumbai-pdpid-4d4235333135333539
r33580,Reelicon Felicia,Pune West,https://www.magicbricks.com/project-relicon-felicia-for-sale-in-pune-pppfs
r1170,Lodha Fiorenza,Western Mumbai,https://www.magicbricks.com/project-lodha-fiorenza-for-sale-in-mumbai-pppfs
r82495,Prestige Leela Residences,Bangalore East,https://www.magicbricks.com/project-prestige-leela-residences-for-sale-in-bangalore-pppfs
r204817,Manglam Aadhar,Jaipur,https://www.magicbricks.com/project-manglam-aadhar-2bhk-for-sale-in-jaipur-pppfs
r59430,Aditya Empress Towers,Hyderabad,https://www.magicbricks.com/aditya-empress-towers-shaikpet-hyderabad-pdpid-4d4235303238313933
r240957,The Emberlynn,Ahmedabad West,https://www.magicbricks.com/project-the-emberlynn-4bhk-for-sale-in-ahmedabad-pppfs
r278431,Magnas Majestic Meadows,Hyderabad,https://www.magicbricks.com/magna-majestic-meadows-kollur-hyderabad-pdpid-4d4235313034313233
r184665,Navami Funique,Bangalore South,https://www.magicbricks.com/project-smd-beverly-hills-for-sale-in-bangalore-pppfs
r58154,Trishul Symphony,Navi Mumbai,https://www.magicbricks.com/project-trishul-symphony-for-rent-in-navi-mumbai-pppfr
r27798,Mont Vert Tropez,Pune West,https://www.magicbricks.com/mont-vert-tropez-wakad-pune-pdpid-4d4235303033323435
r12470,Defence Officers Apartments,Dwarka Delhi,https://www.magicbricks.com/defence-officers-apartment-dwarka-sector-4-new-delhi-pdpid-4d4235303131333730
r107423,Abhishree Orchard,Ahmedabad West,https://www.magicbricks.com/abhishree-orchard-sg-highway-ahmedabad-pdpid-4d4235303830333332
r410152,Experio Platinum Elysium,Navi Mumbai,https://www.magicbricks.com/project-jalan-platinum-elysium-for-sale-in-navi-mumbai-pppfs
r1206,Brigade Exotica,Bangalore East,https://www.magicbricks.com/brigade-exotica-old-madras-road-bangalore-pdpid-4d4235303233313334
r14332,Vamsiram Jyothi Cosmos,Hyderabad,https://www.magicbricks.com/jyothi-cosmos-hitech-city-hyderabad-pdpid-4d4235303237333939
r207,Omaxe City,Jaipur,https://www.magicbricks.com/Omaxe-City-in-Jaipur-Overview
r26854,Bestech Park View City,Gurgaon,https://www.magicbricks.com/park-view-city-1-sector-48-gurgaon-pdpid-4d4235303233333437
r652,Emaar MGF Emerald Floors Premier,Gurgaon,https://www.magicbricks.com/emerald-floors-premier-sector-65-gurgaon-pdpid-4d4235323835383535
r2982,Gundecha Altura,Central Mumbai,https://www.magicbricks.com/gundecha-altura-lal-bahadur-shastri-road-mumbai-pdpid-4d4235303231393633
r267974,Pivotal Paradise,Gurgaon,https://www.magicbricks.com/project-pivotal-paradise-3bhk-for-rent-in-gurgaon-pppfr
r277759,Nandan Prospera Gold,Pune West,https://www.magicbricks.com/nandan-prospera-gold-baner-pune-pdpid-4d4235313232373333
r24198,Total Environment Pursuit of A Radical Rhapsody,Bangalore East,https://www.magicbricks.com/project-total-environment-pursuit-of-a-radical-rhapsody-for-sale-in-bangalore-pppfs
r329983,Sarvome Shree Homes,Faridabad,https://www.magicbricks.com/project-sarvome-shree-homes-2bhk-for-sale-in-faridabad-pppfs
r7734,ATS Tourmaline,Gurgaon,https://www.magicbricks.com/ats-tourmaline-sector-109-gurgaon-pdpid-4d4235303238353635
r395475,Alaknanda Eden Estate,Chandigarh,https://www.magicbricks.com/maxxus-eden-estate-singhpura-zirakpur-pdpid-4d4235343235323239
r306791,Space India Alliance,Navi Mumbai,https://www.magicbricks.com/project-space-india-alliance-for-sale-in-navi-mumbai-pppfs
r31580,Varun Apartments,Noida,https://www.magicbricks.com/varun-apartments-sector-62-noida-pdpid-4d4235303636303232
r329747,Shiv Empire,Navi Mumbai,https://www.magicbricks.com/shiv-pratap-plaza-seawoods-navi-mumbai-pdpid-4d4235313133373239
r368688,Supertech Upcountry,Greater Noida,https://www.magicbricks.com/project-supertech-up-country-2bhk-for-sale-in-greater-noida-pppfs
r12374,Antriksh Godrej Apartments,Dwarka Delhi,https://www.magicbricks.com/godrej-apartments-dwarka-sector-10-new-delhi-pdpid-4d4235303130363739
r256227,Kulwant Builders floors,North Delhi,https://www.magicbricks.com/apartments-for-sale-in-rohini-sector-36-new-delhi-pppfs
r227,Kumar Megapolis,Pune West,https://www.magicbricks.com/project-kumar-megapolis-saffron-for-rent-in-pune-pppfr
r30204,Ashoka Residency,Navi Mumbai,https://www.magicbricks.com/project-ashoka-residency-for-sale-in-navi-mumbai-pppfs
r26958,New Millenium Apartments,Dwarka Delhi,https://www.magicbricks.com/new-millenium-apartment-dwarka-sector-23-new-delhi-pdpid-4d4235303131303938
r292939,Navratna Kalhaar Blues And Greens,Ahmedabad West,https://www.magicbricks.com/project-kalhaar-blues-and-greens-for-sale-in-ahmedabad-pppfs
r352969,Shriram Chirping Grove,Bangalore East,https://www.magicbricks.com/project-shriram-chirping-grove-for-sale-in-bangalore-pppfs
r395132,Lodha Codename Evergreen,Central Mumbai,https://www.magicbricks.com/lodha-codename-evergreen-vikhroli-west-mumbai-pdpid-4d4235333333373931
r1229,DLF Alameda,Gurgaon,https://www.magicbricks.com/dlf-alameda-sector-73-gurgaon-pdpid-4d4235303232373137
r413092,Dynamix Luma,Western Mumbai,https://www.magicbricks.com/leocadia-apartment-santacruz-west-mumbai-pdpid-4d4235303635333932
r437023,SBR One Residence,Bangalore East,https://www.magicbricks.com/project-sbr-one-residence-for-sale-in-bangalore-pppfs
r278033,Puraniks Grand Central,Thane,https://www.magicbricks.com/puraniks-grand-central-vartak-nagar-thane-pdpid-4d4235313132373037
r911,K Raheja Classique,Western Mumbai,https://www.magicbricks.com/raheja-classique-andheri-west-mumbai-pdpid-4d4235303030383236
r1918,Royal Garden Shalimar City,Ghaziabad,https://www.magicbricks.com/proview-shalimar-city-phase-ii-shalimar-garden-extension-1-ghaziabad-pdpid-4d4235323637383933
r64099,Bhoomi Harmony,Navi Mumbai,https://www.magicbricks.com/bhoomi-harmony-kharghar-navi-mumbai-pdpid-4d4235303738393531
r385586,Prestige Green Gables,Bangalore East,https://www.magicbricks.com/prestige-green-gables-panathur-bangalore-pdpid-4d4235333432383833
r413362,Maithili The Trellis,Navi Mumbai,https://www.magicbricks.com/project-maithili-the-trellis-for-sale-in-navi-mumbai-pppfs
r438256,Brigade Altius,Chennai South,https://www.magicbricks.com/project-brigade-altius-for-sale-in-chennai-pppfs
r370,Alliance Orchid Springss,Chennai North,https://www.magicbricks.com/project-alliance-orchid-springs-3bhk-for-sale-in-chennai-pppfs
r1161,Mahagun Moderne,Noida,https://www.magicbricks.com/mahagun-moderne-sector-78-noida-pdpid-4d4235303230373436
r379127,Hiranandani Highland,Central Mumbai,https://www.magicbricks.com/hiranandani-gardens-powai-mumbai-pdpid-4d4235303030383930
r375000,Platinum Casa Millennia,Western Mumbai,https://www.magicbricks.com/platinum-casa-millenia-andheri-west-mumbai-pdpid-4d4235333336383037
r341541,Unique Legacy,Pune East,https://www.magicbricks.com/project-unique-legacy-regal-for-sale-in-pune-pppfs
r368229,Nanded City Bageshree,Pune South,https://www.magicbricks.com/project-nanded-city-bageshree-2bhk-for-sale-in-pune-pppfs
r1421,Pebbles,Pune West,https://www.magicbricks.com/abhinav-pebbles-greenfield-tathawade-pune-pdpid-4d4235333332393337
r432454,Orion Park,Indore,https://www.magicbricks.com/residential-plots-land-for-sale-in-premium-park-colony-indore-price-10-lakhs-to-20-lakhs-pppfs
r914,Runwal Pearl,Thane,https://www.magicbricks.com/project-runwal-pearl-1bhk-for-sale-in-thane-pppfs
r412464,Metro Saraswati Paradise,Central Mumbai,https://www.magicbricks.com/project-metro-saraswati-paradise-for-sale-in-mumbai-pppfs
r258111,VSR Rejoice,Bangalore North,https://www.magicbricks.com/vsr-rejoice-devanahalli-bangalore-pdpid-4d4235303932333836
r277439,GK Rose Mansion,Pune West,https://www.magicbricks.com/project-rose-mansion-for-sale-in-pune-pppfs
r26604,Geras Isle Royale,Pune West,https://www.magicbricks.com/gera-isle-royale-bavdhan-pune-pdpid-4d4235303430383639
r375791,Raheja Ascencio,Central Mumbai,https://www.magicbricks.com/raheja-ascencio-chandivali-mumbai-pdpid-4d4235323430353133
r236696,Starlit Housing Society,Kolkata East,https://www.magicbricks.com/starlit-housing-complex-rajarhat-kolkata-pdpid-4d4235303738353533
r382211,Deep Indraprasth Shivanta,Ahmedabad West,https://www.magicbricks.com/project-deep-indraprasth-shivanta-for-sale-in-ahmedabad-pppfs
r50678,Shalimar Paradise,Lucknow,https://www.magicbricks.com/shalimar-paradise-faizabad-road-lucknow-pdpid-4d4235313030313539
r399000,ATS Bonheur Avenue,Gurgaon,https://www.magicbricks.com/project-plots-ats-bonheur-avenue-for-sale-in-gurgaon-pppfs
r383944,Green View,Ahmedabad North,https://www.magicbricks.com/greenview-avenue-sg-highway-ahmedabad-pdpid-4d4235303338343839
r384569,Homeland Regalia,Mohali,https://www.magicbricks.com/project-homeland-regalia-for-sale-in-mohali-pppfs
r26138,Heritage Apartments,Dwarka Delhi,https://www.magicbricks.com/project-heritage-apartments-for-sale-in-new-delhi-pppfs
r266965,Hiranandani Castle Rock,Central Mumbai,https://www.magicbricks.com/hiranandani-castle-rock-powai-mumbai-pdpid-4d4235303937363333
r264931,Prestige Valley Crest,Mangalore,https://www.magicbricks.com/prestige-valley-crest-bejai-mangalore-pdpid-4d4235303934393339
r98900,Voyage To The Stars,Pune South,https://www.magicbricks.com/tribeca-the-ark-voyage-to-the-stars-nibm-road-pune-pdpid-4d4235303838343036
r271815,Dollars Colony Phase 1,Chennai South,https://www.magicbricks.com/dollars-colony-villas-vengapakkam-chennai-pdpid-4d4235313431303535
r13288,Siddhi Grandeur,Navi Mumbai,https://www.magicbricks.com/siddhi-grandur-kharghar-navi-mumbai-pdpid-4d4235303237393436
r11738,JM Florence,Greater Noida,https://www.magicbricks.com/jm-florence-noida-extension-noida-pdpid-4d4235303231343631
r12060,AWHO Sispal Vihar,Gurgaon,https://www.magicbricks.com/awho-sispal-vihar-sector-49-gurgaon-pdpid-4d4235303233363336
r401622,Skytech Neelkanth Avenue,Navi Mumbai,https://www.magicbricks.com/skytech-neelkanth-avenue-kharghar-navi-mumbai-pdpid-4d4235333630393431
r340371,Kohinoor Sapphire,Pune West,https://www.magicbricks.com/project-kohinoor-sapphire-2-for-rent-in-pune-pppfr
r436959,MM Homes,Vapi,https://www.magicbricks.com/
r11620,Ambuja Ujjwala The Condoville,Kolkata East,https://www.magicbricks.com/project-ambuja-ujjwala-the-condoville-for-sale-in-kolkata-pppfs
r380168,Raheja Solaris,Navi Mumbai,https://www.magicbricks.com/raheja-solaris-ii-juinagar-navi-mumbai-pdpid-4d4235333337353839
r221935,MIG Super Flats,Mohali,https://www.magicbricks.com/puda-mig-super-flats-sector-70-mohali-pdpid-4d4235323737363933
r52022,Kent Nalakattu Palm Villas,Kochi,https://www.magicbricks.com/project-kent-palm-villas-for-sale-in-kochi-pppfs
r1214,Shipra Srishti,Ghaziabad,https://www.magicbricks.com/project-shipra-srishti-for-sale-in-ghaziabad-pppfs
r1147,Ireo Skyon,Gurgaon,https://www.magicbricks.com/ireo-skyon-sector-60-gurgaon-pdpid-4d4235303230313733
r64109,Suryodaya Apartments,Dwarka Delhi,https://www.magicbricks.com/project-suryodaya-apartment-dda-flats-pocket-8-for-rent-in-new-delhi-pppfr
r712,Celestial City Phase 2,Pune West,https://www.magicbricks.com/project-rama-celestial-city-phase-2-for-sale-in-pune-pppfs
r347075,Thapar Suburbia,Central Mumbai,https://www.magicbricks.com/thapar-suburbia-chembur-mumbai-pdpid-4d4235313332333637
r413102,Satatya Syril 2,Ahmedabad North,https://www.magicbricks.com/project-adani-satatya-syril-2-3bhk-for-sale-in-ahmedabad-pppfs
r59792,Yogsiddhi Sumukh Hills,Western Mumbai,https://www.magicbricks.com/shree-riddhi-siddhi-sumukh-hills-kandivali-east-mumbai-pdpid-4d4235303330303735
r124217,Pride Purple Ruby Park,Pune West,https://www.magicbricks.com/ruby-park-wakad-pune-pdpid-4d4235303234323931
r583,Unitech Uniworld Resorts,Gurgaon,https://www.magicbricks.com/unitech-project-uniworld-resorts-sector-33-gurgaon-pdpid-4d4235303130353136
r864,The Hyde Park,Noida,https://www.magicbricks.com/project-the-hyde-park-for-sale-in-noida-pppfs
r477,Kalpataru Aura,Central Mumbai,https://www.magicbricks.com/kalpataru-aura-ghatkopar-west-mumbai-pdpid-4d4235303030383135
r345737,Emaar Jaipur Greens,Jaipur,https://www.magicbricks.com/project-plots-emaar-jaipur-greens-for-sale-in-jaipur-pppfs
r428423,Aerotro Homes,Mohali,https://www.magicbricks.com/project-plots-aeropolis-city-for-sale-in-mohali-pppfs
r15060,Vatika Xpressions,Gurgaon,https://www.magicbricks.com/project-vatika-xpressions-for-sale-in-gurgaon-pppfs
r890,Kalpataru Splendour,Pune West,https://www.magicbricks.com/kalpataru-splendour-wakad-pune-pdpid-4d4235303231333639
r8548,Vinay Unique Gardens,Beyond Mira Road,https://www.magicbricks.com/vinay-unique-gardens-virar-west-mumbai-pdpid-4d4235303239323336
r423558,Ajmera Boulevard,Western Mumbai,https://www.magicbricks.com/ajmera-boulevard-malad-west-mumbai-pdpid-4d4235343230363531
r1338,Tuscan Estate Signature Meadows,Pune East,https://www.magicbricks.com/project-kolte-patil-tuscan-estate-signature-meadows-for-sale-in-pune-pppfs
r1207,VVIP Addresses,Ghaziabad,https://www.magicbricks.com/project-vvip-addresses-for-sale-in-ghaziabad-pppfs
r26576,Sahyadri Apartment,Dwarka Delhi,https://www.magicbricks.com/project-sahyadri-apartment-for-sale-in-new-delhi-pppfs
r241789,Evening Glory CHS,Central Mumbai,https://www.magicbricks.com/project-raheja-evening-glory-for-sale-in-mumbai-pppfs
r28138,CIDCO Millennium Towers,Navi Mumbai,https://www.magicbricks.com/millennium-tower-sanpada-navi-mumbai-pdpid-4d4235303031363139
r296601,Lodha Bel Air,Western Mumbai,https://www.magicbricks.com/project-lodha-bel-air-for-sale-in-mumbai-pppfs
r406103,Kasturi Balmoral Towers,Pune West,https://www.magicbricks.com/kasturi-the-balmoral-balewadi-pune-pdpid-4d4235333337303239
r308501,Ram Kutir,Raipur,https://www.magicbricks.com/ram-kutir-parsulidih-raipur-pdpid-4d4235333239323431
r241703,Rutu City Richmond,Thane,https://www.magicbricks.com/rutu-city-richmond-ghodbunder-road-thane-pdpid-4d4235313136373539
r637,Puraniks Aldea,Pune West,https://www.magicbricks.com/project-puraniks-aldea-for-rent-in-pune-pppfr
r262638,Joyville Western Heights,Kolkata West,https://www.magicbricks.com/shapoorji-pallonji-joyville-western-heights-howrah-kolkata-pdpid-4d4235323338333237
r278633,SG Shikhar Height,Ghaziabad,https://www.magicbricks.com/sg-shikhar-height-siddhartha-vihar-ghaziabad-pdpid-4d4235313033393135
r271189,Trine Towers,Ghaziabad,https://www.magicbricks.com/aegis-trine-towers-indirapuram-ghaziabad-pdpid-4d4235333234333233
r381290,Adasada Elite Homes,Hyderabad,https://www.magicbricks.com/adasada-eco-village-mucherla-hyderabad-pdpid-4d4235313930393239
r426836,VCC Viara,Pune West,https://www.magicbricks.com/vcc-viara-punawale-pune-pdpid-4d4235343230383235
r334805,Virtusa Tuxedo Park,Hyderabad,https://www.magicbricks.com/virtusa-tuxedo-park-shadnagar-hyderabad-pdpid-4d4235313234373933
r396893,My Assets Dhan City,Indore,https://www.magicbricks.com/Dhan-Khedi-in-Indore-Overview
r12672,CGHS Daffodils Apartments,Dwarka Delhi,https://www.magicbricks.com/daffodils-apartment-dwarka-sector-6-new-delhi-pdpid-4d4235303131333033
r39096,Janaadhar Shubha,Bangalore South,https://www.magicbricks.com/project-janaadhar-shubha-phase-ii-2bhk-for-sale-in-bangalore-pppfs
r64778,PS Panache,Kolkata East,https://www.magicbricks.com/panache-salt-lake-city-sector-5-kolkata-pdpid-4d4235303732383739
r436210,Trogon Centre Court,Ahmedabad North,https://www.magicbricks.com/luxury-apartments-in-khoraj-gandhinagar-pppfs
r299805,The 102,Kolkata South,https://www.magicbricks.com/project-ps-the-102-for-sale-in-kolkata-pppfs
r274375,Dilkap Grandeur,Central Mumbai,https://www.magicbricks.com/project-dk-dilkap-grandeur-3bhk-for-sale-in-mumbai-pppfs
r271215,Adani Brahma Samsara,Gurgaon,https://www.magicbricks.com/adani-brahma-samsara-sector-63-gurgaon-pdpid-4d4235313232343337
r326519,Ashar Metro Towers,Thane,https://www.magicbricks.com/project-ashar-metro-towers-1bhk-for-rent-in-thane-pppfr
r252895,Kalyan Sampat Gardens,Indore,https://www.magicbricks.com/project-kalyan-sampat-gardens-2bhk-for-rent-in-indore-pppfr
r26346,Parker Residency,Sonipat,https://www.magicbricks.com/project-parker-residency-for-sale-in-sonipat-pppfs
r28262,Amrapali Riverview,Greater Noida,https://www.magicbricks.com/amrapali-river-view-noida-extension-noida-pdpid-4d4235303730333339
r414755,SVS Silver Oaks,Bangalore South,https://www.magicbricks.com/svs-silver-oaks-chandapura-bangalore-pdpid-4d4235343139313139
r423724,Thirumal Skandaa Enclave,Chennai South,https://www.magicbricks.com/thirumal-chendur-enclave-guduvancheri-chennai-pdpid-4d4235333634393237
r331001,Prestige North Point,Bangalore North,https://www.magicbricks.com/prestige-north-point-kammanahalli-bangalore-pdpid-4d4235303736393930
r211,DLF Express Greens,Gurgaon,https://www.magicbricks.com/project-dlf-express-greens-3bhk-for-sale-in-gurgaon-pppfs
r410695,Woods Ville,Raipur,https://www.magicbricks.com/mvv-woods-ville-cbm-compound-visakhapatnam-pdpid-4d4235313733323437
r273075,Kingsbury at Pride World City,Pune North,https://www.magicbricks.com/project-pride-world-city-kingsbury-2bhk-for-sale-in-pune-pppfs
r1141,Arihant Abhilasha,Navi Mumbai,https://www.magicbricks.com/project-arihant-abhilasha-2bhk-for-sale-in-navi-mumbai-pppfs
r122973,Urban Woods,Lucknow,https://www.magicbricks.com/project-urban-woods-3bhk-for-sale-in-lucknow-pppfs
r246921,Progressive Society,Chandigarh,https://www.magicbricks.com/progressive-society-sector-50-chandigarh-pdpid-4d4235323532303039
r12488,New Jyoti Apartments,Dwarka Delhi,https://www.magicbricks.com/project-new-jyoti-apartments-for-sale-in-new-delhi-pppfs
r137953,Satyam Springs,Central Mumbai,https://www.magicbricks.com/satyam-springs-chembur-mumbai-pdpid-4d4235303833393535
r92079,Satguru Sharan,Western Mumbai,https://www.magicbricks.com/satguru-sharan-mulund-east-mumbai-pdpid-4d4235303631393231
r7498,JKG Palm Court,Greater Noida,https://www.magicbricks.com/jkg-palm-court-noida-extension-noida-pdpid-4d4235303030383431
r385933,Shree Krupa Yash Heights,Thane Outskirts,https://www.magicbricks.com/alivia-heights-nalasopara-mumbai-pdpid-4d4235303839303037
r596,Sherwood Estate,Kolkata South,https://www.magicbricks.com/project-sherwood-estate-for-rent-in-kolkata-pppfr
r59520,Ganesh Housing Malabar County,Ahmedabad North,https://www.magicbricks.com/ganesh-malabar-county-3-sg-highway-ahmedabad-pdpid-4d4235323330303035
r17746,Madhav Sankalp,Thane Outskirts,https://www.magicbricks.com/madhav-sankalp-kalyan-west-beyond-thane-pdpid-4d4235303431303837
r272177,SB Blu Pearl,Beyond Mira Road,https://www.magicbricks.com/wadhwana-blu-pearl-virar-west-mumbai-pdpid-4d4235313233393939
r14776,Kumar Sanctum,Pune West,https://www.magicbricks.com/project-kumar-sanctum-for-sale-in-pune-pppfs
r4376,Express Zenith,Noida,https://www.magicbricks.com/express-zenith-sector-77-noida-pdpid-4d4235303232333738
r46570,Gurukrupa Marina Enclave,Western Mumbai,https://www.magicbricks.com/gurukrupa-marina-enclave-malad-west-mumbai-pdpid-4d4235303732393039
r37460,ABM Pearl Valley,Bangalore South,https://www.magicbricks.com/project-plots-abm-pearl-valley-for-sale-in-bangalore-pppfs
r396988,MR Proview Officer City 2,Ghaziabad,https://www.magicbricks.com/officer-city-2-raj-nagar-extension-ghaziabad-pdpid-4d4235303238353939
r4506,Mayfair Virar Garden,Beyond Mira Road,https://www.magicbricks.com/villa-for-rent-in-mumbai-mira-road-and-beyond-pppfr
r15100,BramhaCorp Water Bay,Pune East,https://www.magicbricks.com/project-water-bay-for-sale-in-pune-pppfs
r419674,Mahavir Arham Mourya,Central Mumbai,https://www.magicbricks.com/project-arham-mourya-for-sale-in-mumbai-pppfs
r7020,Rishi Ecoview,Kolkata East,https://www.magicbricks.com/project-rishi-ecoview-for-sale-in-kolkata-pppfs
r401487,Surya Pride,Bangalore South,https://www.magicbricks.com/surya-pride-begur-road-bangalore-pdpid-4d4235333632393135
r398551,MICL Aaradhya Parkwood,Mira Bhayandar,https://www.magicbricks.com/micl-aaradhya-parkwood-mira-bhayandar-mumbai-pdpid-4d4235333336323131
r10578,Mahagun Mirabella,Noida,https://www.magicbricks.com/mahagun-mirabella-sector-79-noida-pdpid-4d4235303230373438
r396921,Nemi Bhavan,Western Mumbai,https://www.magicbricks.com/project-nemi-bhavan-1bhk-for-sale-in-mumbai-pppfs
r33086,Hiranandani Estate Cardinal,Thane,https://www.magicbricks.com/hiranandani-estate-cardinal-patlipada-thane-pdpid-4d4235303330383638
r378769,Primespace The Address,Pune West,https://www.magicbricks.com/flats-in-alkapuri-road-pune-under-3-crore-pppfs
r425739,EV 9 Square,Navi Mumbai,https://www.magicbricks.com/ev-9-square-vashi-navi-mumbai-pdpid-4d4235343234353233
r34654,Purvanchal Royal Park,Noida,https://www.magicbricks.com/purvanchal-royal-park-sector-137-noida-pdpid-4d4235303139333236
r316303,Marathon Neoskies,Central Mumbai,https://www.magicbricks.com/marathon-neoskies-bhandup-west-mumbai-pdpid-4d4235313138353137
r313801,Akshithas Golden Breeze Extension,Hyderabad,https://www.magicbricks.com/akshita-golden-breeze-phase-3-maheshwaram-hyderabad-pdpid-4d4235313339343631
r177679,Shree Radha CGHS,Dwarka Delhi,https://www.magicbricks.com/project-shree-radha-apartments-for-sale-in-new-delhi-pppfs
