XID,Phase,Data Point,Housing,MagicBricks,SquareYards
425712,1,Name,Sikka Kaamya Greens,,SKA Destiny One
425712,1,Location,"GH- 02B, Sector 10, Noida Extension, Greater Noida",,"Zeta I Greater Noida, Greater Noida"
425712,1,Builder Name,SIKKA GROUP,,SKA Group
425712,1,Price Range,84.55 L - 2.04 Cr,,Rs1.66 Cr - 2.47 Cr
425712,1,Price per Sq.Ft,,,
425712,1,BHK,"2, 3, 4 BHK Apartments",,"3, 4 BHK"
425712,1,Property Type,,,
425712,1,Project Status,,,New Launch
425712,1,Launch Date,"May, 2014 Avg. Price: 9.5 K/sq.ft",,Ask for Details
425712,1,Possession Date,"Dec, 2021",,Ask for Details
425712,1,Total Units,,,645 units
425712,1,Project Size (Acres),6 Acres (75% open),,6 Acres
425712,1,Amenities Count,,0.0,
425712,1,USP,"Why Sikka Kaamya Greens? Luxurious properties Enhanced living with amenities like club house, children play area Schools are within easy reach",,
425712,1,Builder Experience,,,
425712,1,Total Towers,,,
425712,1,Rera Number,UPRERAPRJ5790,,UPRERAAGT10119
425712,1,Specifications,,,"Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure"
425712,1,Amenities,"Amphitheater Cricket Pitch Changing Room Gazebo Fountains Kid's Pool Water Softner Plant Car Parking 24X7 Water Supply Multipurpose Room Senior Citizen Siteout Street Lighting Indoor Games Shopping Mall Piped Gas Connection Sewage Treatment Plant Intercom Children's Play Area Steam Room Party Hall 24x7 CCTV Surveillance Community Hall Maintenance Staff Banquet Hall Rain Water Harvesting Library Laundromat 24x7 Security Jacuzzi Cafeteria Internet / Wi-Fi Sauna Bath Grocery Shop Solar Lighting Swimming Pool Vastu Compliant Landscaping & Tree Planting Gymnasium Fire Fighting System Squash Court Golf Course Jogging Track Gated Community Lawn Tennis Court Club House Doctor on call Entrance Lobby Yoga / Meditation Area Security Cabin Lift(s) Creche/Day Care Badminton Court Sun Deck Video Door Security Restaurant High Speed Elevators Multipurpose Hall Basketball Court Staff Quarter Paved Compound Power Backup Billiards / Snooker Table Less Source_URL: https://housing.com/in/buy/projects/page/18055-sikka-kaamya-greens-by-sikka-group-in-noida-extension, Extraction_Date: 2025-04-04 04:20:59  Processing URL 4274/5207: https://housing.com/buy-vinayak-royal-crysta-by-vinayak-buildersand-developers-in-mansarovar-extension-jaipur-rajasthan-pid-307432,",,
426159,1,Name,Ska Destiny One,Nimbus The Palm Village,Nimbus The Palm Village
426159,1,Location,"Ats Dolce, Zeta I, Zeta, Greater Noida to SKA Destiny One, Zeta 1,, Zeta, Greater Noida","Yamuna Expressway, Greater Noida","Sector 22A Yamuna Expressway, Greater Noida"
426159,1,Builder Name,SKA GROUP,IITL Nimbus The Palm Village,Nimbus
426159,1,Price Range,1.99 Cr - 3.73 Cr,,Rs55.00 Lac - 1.69 Cr
426159,1,Price per Sq.Ft,,Rs 7139,
426159,1,BHK,"3, 3.5, 4 BHK Apartments",1 BHK Flats,"1, 3 BHK"
426159,1,Property Type,,Flat,
426159,1,Project Status,,Under Construction,New Launch
426159,1,Launch Date,"Apr, 2024 Avg. Price: 12.41 K/sq.ft",1-Jan-24,Ask for Details
426159,1,Possession Date,"Jan, 2029",1-Mar-28,Ask for Details
426159,1,Total Units,,1172.0,1172 units
426159,1,Project Size (Acres),6 Acres,12 Acre,12 Acres
426159,1,Amenities Count,,31.0,
426159,1,USP,Why Ska Destiny One? Diverse Pool Virtual Golf Spa & Electric Vehicle Charging Unit Solar Lighting In Basement Floor to Floor Height (11 & 12 Feet),"Noida International Airport | Well-connected to the Delhi-Mumbai Expressway | Home to the upcoming Olympic City & Film City | Senic tourist highway connecting Delhi-Noida-Agra-Lucknow | Commercial presence including Patanjali, LG, Vivo & Bikanerwala | Shopping extravaganza at Venice Mall & Omaxe Mall | Upcoming city processing unitUpcoming Rapid Rail, Pod Taxi & Metro for easy commute | Convenient Access via proposed Delhi-Faridabad bypass | Proximity to Noida Extension's Business District | Nearby IT HubsClose to Sector 18 for retail and entertainment | International cricket stadium. F1 & Moto GP track",
426159,1,Builder Experience,,32+ years,9 Years Experience
426159,1,Total Towers,,2,
426159,1,Rera Number,UPRERAPRJ783951/04/2024,,UPRERAAGT10119
426159,1,Specifications,,"<div>LIVING ROOM</div><div>Wall: Plastic Paint</div><div>Flooring: Vitrified Wooden Tile</div><div>Ceiling: OBD</div><div>External Windows: UPVC window/Aluminium</div><div>
</div><div>null</div><div>BEDROOM</div><div>Walls: Plastic Paint</div><div>Floors: Vitrified Wooden Tile</div><div>Ceiling: OBD</div><div>External Windows: UPVC window/Aluminium</div><div>
</div><div>null</div><div>SANITARY FIXTURES</div><div>WC: Wall mounted</div><div>Fixtures &amp; Fitting: Chrome finish fitting, Mixers</div><div>Plumbing: CPVC for water supply inside the toilet and Kitchen &amp; UPVC pipes for stacks</div><div>
</div><div>null</div><div>BALCONY</div><div>Railing: Glass Railing/MS Powder Coated/ Parapet as Design</div><div>Flooring: Anti skid Tile</div><div>
</div><div>null</div><div>AC</div><div>AC: 1 Split AC</div><div>
</div><div>null</div><div>Electricals</div><div>Modular Switches, Copper wiring with MCBs</div><div>
</div><div>null</div><div>LIFT LOBBY GROUND FLOOR</div><div>Wall Paint: Plastic Paint</div><div>Flooring: Granite</div><div>Ceiling: Designer ceiling at Ground Floor only</div><div>
</div><div>null</div><div>LIFT WORK</div><div>CLADDING: Granite</div><div>
</div><div>null</div><div>KITCHEN</div><div>Walls:&nbsp; Plastic Paint</div><div>Counter Top: Granite/Stone</div><div>Dado Wall: Tiles 2′ above the counter</div><div>Flooring: Anti skid Tiles</div><div>Ceiling: PVC Panel as per design alongwith light</div><div>Sink: SINGLE bowl SS Sink with drainboard</div><div>Semi modular</div><div>
</div><div>null</div><div>ALL WASHROOM</div><div>Wall: Tiles Upto false ceiling lvl.</div><div>Flooring: Anti-skid Virtified Tiles /Anti skid Ceramic Tiles</div><div>Ceiling: Grid celling as per design with light point</div><div>Vanity: WashBasin with Granite counter top</div><div>
</div><div>null</div><div>STAIRCASE</div><div>WALL: OBD</div><div>Flooring: Granite</div><div>Railing: MS Railing</div><div>
</div><div>null</div><div>DOORS</div><div>Entrance Door – 8′ Ht.: Laminated flush door/skin moulded with all the required hardware with Hard wood Frame</div><div>Internal Door – 7.5′ Ht. (Flush door): Laminated flush door/skin moulded with all the required hardware with Hard wood Frame</div><div>
</div><div>null</div><div>SECURITY SYSTEM</div><div>Secured Gated Community with intercom. CCTV at suitable places with camera in all lifts.</div><div>
</div><div>null</div><div>POWER BACKUP</div><div>1 KVA</div><div>
</div><div>null</div><div>LIFT LOBBY/CORRIDOR EXCEPT GROUND FLOOR</div><div>Wall Paint: OBD</div><div>Flooring: Granite</div><div>Ceiling: OBD</div><div>
</div><div>null</div><div>EXTERNAL PAINT</div><div>Weather resistant paint</div><div>
</div><div>null</div><div>FURNITURE</div><div>BED (QUEEN SIZE)</div><div>BED TABLE both Side</div><div>SOFA ( 2 or 3 seater)</div><div>Centre Table</div><div>Wardrobe Single</div><div>Semi Modular Kitchen</div><div>Study Table &amp; 1 Chair</div><div>FAN (1 NOS)</div><div>
</div><div>Specifications Independent Floor</div><div>null</div><div>LIVING ROOM</div><div>Wall: Plastic Paint</div><div>Flooring: Vitrified Tiles (600 x 1200) mm Semi Glass Finish</div><div>Ceiling: Ceiling Band as Per Design with Plastic Paint Along with Light</div><div>External Windows: UPVC window/Aluminium</div><div>
</div><div>null</div><div>LIFT LOBBY GROUND FLOOR</div><div>Wall Paint: Plastic paint</div><div>Flooring: Granite</div><div>Ceiling: Ceiling as per design with plastic paint with light</div><div>
</div><div>null</div><div>OTHER BEDROOM</div><div>Walls: Plastic Paint</div><div>Floors: Vitrified Tiles (600 x 1200)mm</div><div>Ceiling: Gypsum Ceiling Band As Per Design With Plastic Paint Along with Light</div><div>External Windows: UPVC Window/Aluminium</div><div>
</div><div>null</div><div>SANITARY FIXTURES</div><div>WC: Wall mounted</div><div>Fixtures &amp; Fitting: Chrome finish fitting, Mixers</div><div>Plumbing: CPVC for water supply inside the toilet and Kitchen &amp; UPVC pipes for stacks</div><div>
</div><div>null</div><div>BALCONY</div><div>Railing: Glass Railing/MS Powder Coated/ Parapet as Design</div><div>Flooring: Anti skid tile (600 x 1200)mm</div><div>
</div><div>null</div><div>AC</div><div>AC: Provision of sleeves for Split A/C</div><div>
</div><div>null</div><div>Electricals</div><div>Modular Switches, Copper wiring with MCBs</div><div>
</div><div>null</div><div>BASEMENT LOBBY</div><div>Flooring: Granite</div><div>Wall &amp; Column: OBD</div><div>Ceiling: OBD</div><div>
</div><div>null</div><div>LIFT WORK</div><div>PASSENGER LIFT</div><div>CLADDING: Granite</div><div>
</div><div>null</div><div>KITCHEN</div><div>Walls:&nbsp; Plastic Paint</div><div>Counter Top: Granite/Stone</div><div>Dado Wall: Tiles 2′ above the counter</div><div>Flooring:Antiskid Tiles (600 x 1200) mm</div><div>Ceiling: PVC Panel as per design along with light</div><div>Sink: Double bowl SS Sink with drainboard Semi modular</div><div>
</div><div>null</div><div>MASTER BEDROOM</div><div>Walls: Plastic Paint</div><div>Floors: Vitrified Wooden Tile (600 x 1200)mm</div><div>Ceiling: Ceiling Band As Per Design With Plastic Paint Alongwith Light</div><div>External Windows: UPVC Window/Aluminium</div><div>
</div><div>null</div><div>ALL WASHROOM</div><div>Wall: Tiles Upto false ceiling lvl.</div><div>Flooring: Anti-skid Virtified Tiles/Anti skid Ceramic Tiles (600 x 1200)mm</div><div>Ceiling: Grid celling as per design with light point</div><div>Vanity: WashBasin with Granite counter top</div><div>
</div><div>null</div><div>STAIRCASE</div><div>WALL: OBD</div><div>Flooring: Granite</div><div>Railing: MS Railing</div><div>
</div><div>null</div><div>DOORS</div><div>Entrance Door – 8′ Ht.: Laminated flush door/skin moulded with all the required hardware with Hard wood Frame</div><div>Internal Door – 7.5′ Ht. (Flush door): Laminated flush door/skin moulded with all the required hardware with Hard wood Frame</div><div>
</div><div>null</div><div>SECURITY SYSTEM</div><div>Secured Gated Community with intercom. CCTV at suitable places with camera in all lifts.</div><div>
</div><div>null</div><div>POWER BACKUP</div><div>1 KVA</div><div>
</div><div>null</div><div>EXTERNAL PAINT</div><div>Weather resistant paint</div>",Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Split Air Conditioner; Structure: RCC Frame Structure
426159,1,Amenities,"Children's Play Area Entrance Lobby Yoga / Meditation Area Steam Room Sauna Bath Spa Swimming Pool Badminton Court Aerobics Room Mini Theatre 24x7 CCTV Surveillance Gymnasium Video Door Security Fire Fighting System Indoor Games Banquet Hall Library Rain Water Harvesting Business Center 24x7 Security Jacuzzi Sewage Treatment Plant Club House Less Source_URL: https://housing.com/in/buy/projects/page/319699-ska-destiny-one-by-ska-group-in-zeta-i-greater-noida, Extraction_Date: 2025-04-04 04:20:34  Processing URL 4273/5207: https://housing.com/in/buy/projects/page/18055-sikka-kaamya-greens-by-sikka-group-in-noida-extension,","Club House, Jogging and Strolling Track, Power Back Up, Swimming Pool, Lift, Security, Park, Reserved Parking, Visitor Parking, Intercom Facility, Maintenance Staff, Banquet Hall, Gymnasium, DTH Television Facility, Piped Gas, Rain Water Harvesting, Water Storage, Meditation Area, Vaastu Compliant, Internet/Wi-Fi Connectivity, Fingerprint Access, Premium branded fittings, Waste Disposal, Earth quake resistant, 3 Tier Security System, Large Open space, Kids play area, Library, Badminton court, Outdoor Tennis Courts, Fire Fighting Equipment",
426316,1,Name,Dani Sky,Dani Sky,Dani Sky
426316,1,Location,"Plot No. 13, Sector No. 6, Pushpak Nagar Dapoli, Panvel, Navi Mumbai","Pushpak Nagar, Navi Mumbai","Dapoli, Navi Mumbai"
426316,1,Builder Name,DANI ENTERPRISES,Dani Enterprises,Dani Enterprises
426316,1,Price Range,39.0 L - 63.0 L,,Rs49.59 Lac - 76.30 Lac
426316,1,Price per Sq.Ft,,,
426316,1,BHK,"1, 2 BHK Apartments","1,2 BHK Flats","1, 2 BHK"
426316,1,Property Type,,,
426316,1,Project Status,,,New Launch
426316,1,Launch Date,"Mar, 2024 Avg. Price: Price on request",,Ask for Details
426316,1,Possession Date,"Dec, 2027",,Ask for Details
426316,1,Total Units,,167.0,125 units
426316,1,Project Size (Acres),0.67 Acres,2740 Sq-m,0.67 Acres
426316,1,Amenities Count,,7.0,
426316,1,USP,"Property Location Plot No. 13, Sector No. 6, Pushpak Nagar Dapoli, Panvel, Navi Mumbai Around This Project School Ved Gruh Public School 6 mins (5.5 km) Hospital Manomay Hospital 8 mins (5.9 km) Shivam Hotel(sai dhaba) View more on Maps","Clear Title CIDCO Transfer Plot | G + 13 Storey Residential Cum-commercial Project | Located Amidst Serene Environs of Pushpak Nagar and Pargaon Hills | Well Planned & Luminous 1 BHK & 2 BHK Flats | Modern Style Entrance Gate to the Complex | Decorative Grand Entrance Stylish ( 2 Wing ) Lobby | Exclusively Designed Large Frontage Showrooms Ground and 1st Floor | Recreational Activity Centers with Lush Green Outdoor Space on 2nd Floor | Top Quality Construction with Earthquake Resistant Structure | Flats Designed for Maximum Space Utilization | Natural Lighting and Cross Ventilation in all Flats | Generator Backup for Common Area Light and Lifts | Latest Fire Fighting System as per CFO Suggested Norms | Adequate Lighting Arrangements in Compound Premises | 4 High Speed Lifts ( Reputed Make ) | Adequate Basement, Ground & 1st Level Podium Parking | Advance Security with CCTV Cameras & 24x7 Security Guard | Elegant Building Entrance Gate | Project Approved for Housing Loans from all | Leading Financial Institutions | CIDCO Proposed Greenfield Smart City Pushpak Nagar. | A Grand Multi-Speciality Hospital Spread over 5 acres in Sector - 1. | JIO Institute for Advanced Studies at 10 minutes drive. | Reliance Special Economic Zone adjacent to NMIA. | proximity to JNPT, Kharghar BKC 2.0, CBD Belapur. | Bank, ATM, D-Mart Close to 1km Radius.",
426316,1,Builder Experience,,10+ years,
426316,1,Total Towers,,,
426316,1,Rera Number,P52000055395,,A51800000454
426316,1,Specifications,,"Vitrified flooring tiles in Living, Bedroom & Kitchen
Anti-skid attached Terrace and Passage
Granite Kitchen Platform with Stainless Steel Sink
Tilling upto Beam Level on Walls above Platform
Concealed wiring of ISI marked quality with common T.V. / Telephone / Electrical
Fan & Lighting point with Circuit Breakers & Branded Electrical Switches
Attractive main Door with Decorative laminate finish with Elegant main Handle & Night latch
Internal Flush Doors
Marble frame for all the Doors Bath & WC
Wooden Door frame for other Rooms
Underground & overhead Water Tank with adequate storage capacity
Putty Finished Internal Wall
Emulsion paints at the Internal face of the Flat
External Wall Acrylic Paint.
Designer Bathroom with Branded Sanitary ware
Concealed Plumbing with premium quality C.P. Fitting and Hot and Cold mixer arrangement Clazed tiles Flooring in Bath & W.C.
Good quality Aluminum Louvers in Bath and W.C.
Special brickbat water proofing treatment with China Chips Flooring on Top Floor.",Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure
426316,1,Amenities,"Children's Play Area Recreation Facilities Solid Waste Management And Disposal Vastu Compliant Landscaping & Tree Planting Water Conservation, Rain water Harvesting 24x7 CCTV Surveillance Gymnasium Electrification(Transformer, Solar Energy etc) 24X7 Water Supply Street Lighting Gated Community Indoor Games Storm Water Drains Open Parking Rain Water Harvesting 24x7 Security Energy management Electrical meter Room Power Backup Sewage Treatment Plant Intercom Less Source_URL: https://housing.com/in/buy/projects/page/319571-dani-sky-by-dani-enterprises-in-pushpak-nagar Extraction_Date: 2025-04-01 21:15:30  Processing URL 582/5207: https://housing.com/in/buy/projects/page/327411-blue-ridge-by-blueark-infraventure-in-kusinda","Lift, Security, Gymnasium, Indoor Games Room, CCTV Camera, Kids play area, Aesthetically designed landscape garden",
426520,1,Name,Conscient Parq,PARQ,Conscient Parq
426520,1,Location,"Sector 80, New Gurgaon, Gurgaon","Sector 80, Gurgaon","Sector 80, Gurgaon"
426520,1,Builder Name,CONSCIENT INFRASTRUCTURE,Conscient Infrastructure Pvt. Ltd.,Conscient
426520,1,Price Range,3.2 Cr - 5.58 Cr,4.37 Cr,Rs3.09 Cr - 4.53 Cr
426520,1,Price per Sq.Ft,,Rs 12986,"Rs15,900 Per Sq. Ft"
426520,1,BHK,"3, 4 BHK Apartments","3,4 BHK Flats","3, 4 BHK"
426520,1,Property Type,,Flat,
426520,1,Project Status,,Under Construction,New Launch
426520,1,Launch Date,"May, 2024 Avg. Price: 30.11 K/sq.ft",1-May-24,Ask for Details
426520,1,Possession Date,"Dec, 2028",1-Dec-28,Ask for Details
426520,1,Total Units,,456.0,528 units
426520,1,Project Size (Acres),6.5 Acres,5 Acre,5.6 Acres
426520,1,Amenities Count,,15.0,
426520,1,USP,Why Conscient Parq? 36 Feet Entrance Lobby Club House - 50k Sqft Ceiling Height - 10 Feet 2.2 Acre Central Green Area Other Charges Ifms 1lac + Gst+ Registry View More Highlights,"Mini cineplex, Indoor games room | Banquet hall, Business center and games zone | Effective Payment Plan | 300 m from Highway | Reliable Builder | SCHOOLSVivekanand School - 8 mins | St. Xavier’s School - 10 mins | Matrikiran High School - 10 mins | Delhi Public School - 13 mins | MEDICAL FACILITIESArtemis Hospital - 6 mins | Miracles Apollo Hospital - 7 mins | ESIC Hospital - 8 mins | Silver Streak Hospital - 10 mins | SHOPPING & EATERIESMcDonald’s - 5 min | Sapphire 83 - 6 mins | Under the Neem - 5 mins | Croma Sector 86 - 8 mins | Reliance Smart Superstore - 10 mins | CONNECTIVITYDelhi - Jaipur Highway - 2 mins | Metro Station - 25 mins | Golf Course Road - 25 mins | IGI Airport - 45 min Distance (approx.)","Experience luxurious living with panoramic views of Delhi NCR,Strategically located near NH 8, Southern Peripheral Road & Dwarka Expressway,Lush green surroundings and serene environment for a peaceful lifestyle,Well-equipped gymnasium for fitness enthusiasts to stay active,Reliable power backup for uninterrupted living experience,Superior construction with acrylic emulsion wall finishes"
426520,1,Builder Experience,,21+ years,4 Years Experience
426520,1,Total Towers,,4,
426520,1,Rera Number,GGM/818/550/2024/45,,660/2017/307
426520,1,Specifications,,"Floor Imported Marble / Laminated Wooden Flooring / Equivalent.
Walls Acrylic Emulsion Paint on POP Punning / Gypsum / Equivalent.
Ceiling Acrylic Emulsion Paint on POP Punning / Gypsum / Equivalent.
Apartment specifications.
Floor Laminated Wooden Flooring / Imported Marble / Premium Quality Tiles / Equivalent.
Walls Acrylic Emulsion Paint on POP Punning / Gypsum / Equivalent.
Ceiling Acrylic Emulsion Paint on POP Punning / Gypsum / Equivalent.
Master bathroom and other bathrooms
Floor Marble / Premium Quality Tiles / Equivalent.
Walls Marble / Premium Quality Tiles / Equivalent.
Ceiling Acrylic Emulsion Paint / Equivalent on Ceiling or False Ceiling (extent as per design only).
Counters Marble / Granite / Synthetic Stone / Equivalent.
Sanitaryware / CP Fittings Premium Quality CP Fittings, Health Faucet, Wash Basin & EWC of Standard Make.
Floor Laminated Wooden Flooring / Equivalent.
Walls Acrylic Emulsion Paint on POP Punning / Gypsum / Equivalent.
Ceiling Acrylic Emulsion Paint on POP Punning / Gypsum / Equivalent.
Main Door Flush Doors / Equivalent.
Internal Doors Flush Doors / Equivalent","Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure"
426520,1,Amenities,Skating Rink Swimming Pool Visitor Parking Lift(s) Landscaping & Tree Planting Badminton Court Kid's Pool Gymnasium Flower Garden Closed Car Parking Car Parking Multipurpose Hall Basketball Court Club House Billiards / Snooker Table Less Source_URL: https://housing.com/in/buy/projects/page/320891-conscient-parq-by-conscient-infrastructure-in-sector-80 Extraction_Date: 2025-04-01 17:25:51  Processing URL 277/5207: https://housing.com/in/buy/projects/page/300570-jb-pride-by-jb-infra-groups-in-shankarpally,"Bar/Lounge, Swimming Pool, Banquet Hall, Gymnasium, Indoor Games Room, AEROBICS ROOM, Library And Business Centre, Indoor Squash & Badminton Courts, Meditation Area, Pet park, Kids play area, Cricket net practice, Half basketball court, Badminton court, Outdoor Tennis Courts",
426520,1,Launch Date,"May, 2024 Avg. Price: 30.11 K/sq.ft",01 May 2024,Ask for Details
426520,1,Possession Date,"Dec, 2028",01 December 2028,Ask for Details
426743,1,Name,Kamdhenu Grandeur,Kamdhenu Grandeur,Kamdhenu Grandeur
426743,1,Location,"Plot No 18+25, Sector 08, Sanpada, Navi Mumbai","Sanpada, Navi Mumbai","Sector 8 Sanpada, Navi Mumbai"
426743,1,Builder Name,KAMDHENU DEVKRUPA REALTORS LLP,Kamdhenu Lifespaces,Kamdhenu
426743,1,Price Range,1.99 Cr - 3.45 Cr,3.98 Cr,Rs2.02 Cr - 2.32 Cr
426743,1,Price per Sq.Ft,,Rs 16500,
426743,1,BHK,"1, 2 BHK Apartments","2,3,4 BHK Flats",2 BHK
426743,1,Property Type,,Flat,
426743,1,Project Status,,Under Construction,New Launch
426743,1,Launch Date,"Apr, 2024 Avg. Price: 43.83 K/sq.ft",,Ask for Details
426743,1,Possession Date,"Dec, 2027",01 December 2027,Ask for Details
426743,1,Total Units,,,227 units
426743,1,Project Size (Acres),1.07 Acres,,1.63 Acres
426743,1,Amenities Count,,0.0,
426743,1,USP,"Property Location Plot No 18+25, Sector 08, Sanpada, Navi Mumbai Around This Project School Seventh Day Adventist Higher Secondary School 1 min (0.3 km) Hospital MPCT Hospital 2 mins (1 km) Krishna RestoBar View more on Maps",,"Elevated residential haven along Sion Panvel Highway and Thane Belapur Road,Experience the grandeur of luxury living in Sanpada heart,Power backup ensures uninterrupted living and peace of mind,Lavish master bedrooms with oil-bound distemper walls and vitrified tiles,Savor a healthy lifestyle with a fully-equipped gym and sports facility,Strategically located for easy access to Navi Mumbai prime attractions"
426743,1,Builder Experience,,36 Years,64 Years Experience
426743,1,Total Towers,,,
426743,1,Rera Number,P51700055665,,A51800000454
426743,1,Specifications,,,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure
426743,1,Amenities,"Children's Play Area Recreation Facilities Swimming Pool Solid Waste Management And Disposal Lift(s) Landscaping & Tree Planting Water Conservation, Rain water Harvesting 24x7 CCTV Surveillance Gymnasium Fire Fighting System Restaurant Car Parking 24X7 Water Supply Street Lighting Banquet Hall Storm Water Drains Open Parking 24x7 Security Energy management Cafeteria Power Backup Sewage Treatment Plant Club House Intercom Less Source_URL: https://housing.com/in/buy/projects/page/319364-kamdhenu-grandeur-by-kamdhenu-devkrupa-realtors-llp-in-sanpada Extraction_Date: 2025-04-01 23:36:58  Processing URL 758/5207: https://housing.com/in/buy/projects/page/290137-lakeview-retreat-by-nirvana-creators-and-developers-in-mulshi",,
427056,1,Name,M3M Altitude,M3M Altitude,M3M Altitude
427056,1,Location,"Sector 65, Golf Course Extension Road, Gurgaon","Sector 65, Gurgaon","Sector 65, Gurgaon"
427056,1,Builder Name,M3M INDIA PVT. LTD.,M3M India Pvt. Ltd.,M3M
427056,1,Price Range,7.33 Cr - 16.05 Cr,10.10 Cr,Rs10.50 Cr
427056,1,Price per Sq.Ft,,Rs 18101,"Rs24,600 Per Sq. Ft"
427056,1,BHK,"4, 4.5, 5 BHK Apartments","3,4 BHK Flats",4 BHK
427056,1,Property Type,,Flat,
427056,1,Project Status,,Under Construction,New Launch
427056,1,Launch Date,"May, 2024 Avg. Price: 19.9 K/sq.ft",1-May-24,Ask for Details
427056,1,Possession Date,"May, 2028",1-Jul-31,Ask for Details
427056,1,Total Units,,342.0,342 units
427056,1,Project Size (Acres),3.95 Acres,60 Acre,4 Acres
427056,1,Amenities Count,,9.0,
427056,1,USP,Why M3M Altitude? The app-based valet service lets you efficiently order your car to be detailed A light continental breakfast and daily newspapers are available in the lounge Classes led by expert instructors or lessons with a tennis pro on the outdoor court The butler service for deliveries and dry cleaning and technical assistance for digital device management are just one text away View More Highlights,"All units get outdoor visual experience | 4-to-a-core cluster gives corner units providing two-sided outdoor experience | Largest Air Club experience in Gurgaon | Is Set To Become The Beacon Of Luxury, Adorned By A Water fall Design | 1,25,000 SFT Of Club Amenities Connected Through A Glass Air Bridge Making It The Largest Interconnected Sky Experience In Gurugram | Delhi Public School - 450 | Gurugram University - 3.2 Km | Park Hospital - 3.6 Km | Indira Gandhi INT Airport - 25.8 Km | Gurgaon Railway station - 13.4 Km | WorldMark Gurgaon - 1.5 Km | Sector 55-56 - 5.4 Km | Tau Devi Lal - 6.9 Km | Teri Golf course - 10.7 Km | The Bristol Hotel - 12.2 Km | NH - 248 A - 5.5 Km | Appu Ghar  9.1 Km | AS Business Park - 5.6 Km",
427056,1,Builder Experience,,15+ years,12 Years Experience
427056,1,Total Towers,,3,
427056,1,Rera Number,RC/REP/HARERA/GGM/821/553/2024/48,,660/2017/307
427056,1,Specifications,,"All units get outdoor visual experience
4-to-a-core cluster gives corner units providing two-sided outdoor experience
Largest Air Club experience in Gurgaon
Is Set To Become The Beacon Of Luxury, Adorned By A Water fall Design
1,25,000 SFT Of Club Amenities Connected Through A Glass Air Bridge Making It The Largest Interconnected Sky Experience In Gurugram
Delhi Public School - 450
Gurugram University - 3.2 Km
Park Hospital - 3.6 Km
Indira Gandhi INT Airport - 25.8 Km
Gurgaon Railway station - 13.4 Km
WorldMark Gurgaon - 1.5 Km
Sector 55-56 - 5.4 Km
Tau Devi Lal - 6.9 Km
Teri Golf course - 10.7 Km
The Bristol Hotel - 12.2 Km
NH - 248 A - 5.5 Km
Appu Ghar  9.1 Km
AS Business Park - 5.6 Km","Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure"
427056,1,Amenities,Natural Pond Waiting Lounge Amphitheater Entrance Lobby Yoga / Meditation Area Steam Room Sauna Bath Spa Skating Rink Swimming Pool Fountains Fire Sprinklers Landscaping & Tree Planting Gymnasium 24X7 Water Supply Jogging Track Indoor Games Banquet Hall Party Lawn Cafeteria Power Backup Club House Less Source_URL: https://housing.com/in/buy/projects/page/321022-m3m-altitude-by-m3m-india-pvt-ltd-in-sector-65 Extraction_Date: 2025-04-01 23:43:23  Processing URL 765/5207: https://housing.com/in/buy/projects/page/323580-nsl-nakshatra-by-serene-estates-private-limited-in-kukatpally,"Power Back Up, Lift, Bank & ATM, Indoor Games Room, Air Conditioned, Internet/Wi-Fi Connectivity, Located in the Heart of city, Kids play area, Fire Fighting Equipment",
427191,1,Name,ANANTAM,Ganga Anantam,Ganga Anantam
427191,1,Location,"Sector 85, New Gurgaon, Gurgaon","Sector 85, Gurgaon","Sector 85, Gurgaon"
427191,1,Builder Name,GANGA REALTY,Ganga Global Homes Pvt Ltd,Ganga Realty
427191,1,Price Range,3.31 Cr - 4.65 Cr,,Rs4.19 Cr - 5.43 Cr
