XID,URL,Project Name,Phase,Location,Price Range,Price per Sqft,Project Status,Configurations,Unit Sizes,Builder,Total Number of Units,Project Size,Launch Date,Completion Date,Locality,Micro Market,USP,Builder URL,Builder Experience,Ongoing Projects,Past Projects,RERA Number,Specifications,Sports Amenities,Convenience Amenities,Safety Amenities,Environment Amenities,Leisure Amenities
403847,https://www.squareyards.com/faridabad-residential-property/adore-smart-city/217530/project,Adore Smart City,Square Yards  Phase 1,"Sector 97, Faridabad",Rs43.20 Lac - 60.00 Lac,"Rs4,000 Per Sq. Ft",Ready to Move,Ask for Details,1080 Sq. Ft to 1500 Sq. Ft (Saleable),Adore Realtech,168 units,8.17 Acres,Ask for Details,Ask for Details,Sector 97,Neharpar Phase 1,,https://www.squareyards.com/adore-realtech-projects/9483/builder,N/A,4,9,660/2017/307,N/A,Kids' Play Areas / Sand Pits,24*7 Water Supply,24 x 7 Security,Large Green Area,N/A
430191,https://www.squareyards.com/gurgaon-residential-property/adani-lushlands/251901/project,Adani Lushlands,Square Yards  Phase 1,"Gwal Pahari, Gurgaon",Rs12.87 Cr,N/A,New Launch,4 BHK,4750 Sq. Ft (Saleable),Adani Realty,251 units,12.356 Acres,Ask for Details,Ask for Details,Gwal Pahari,Golf Course Extension,"Luxurious 4BHK apartments with 4750 Sq. Ft. of spacious living.,Strategically located near Golf Course Extension Road and Gurgaon Faridabad Road.,24x7 power backup for a worry-free living experience.,Well-equipped state-of-the-art gymnasium for fitness enthusiasts.,Superior acrylic emulsion finish on kitchen and bathroom walls.,Escape to serenity in Gwal Pahari, a tranquil residential destination.",https://www.squareyards.com/adani-realty-projects/4/builder,31 Years Experience,10,33,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Double Bowl Sink; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Gazebo,Power Backup; Treated Water Supply; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Mini Theatre; Reading Room/Library; Party Hall; Cards Room; Indoor Games; Conference Room; Luxurious Clubhouse; Jacuzzi; Obeservatory Deck
318679,https://www.squareyards.com/gurgaon-residential-property/hero-homes-gurgaon/10213/project,Hero Homes Gurgaon,Square Yards  Phase 1,"Sector 104, Gurgaon",Rs1.37 Cr - 2.11 Cr,"Rs12,481 Per Sq. Ft",Partially Ready To Move,"2, 3 BHK",1099 Sq. Ft to 1689 Sq. Ft (Saleable),Hero Realty Ltd,1144 units,34.02 Acres,Ask for Details,30-Jul-23,Sector 104,Dwarka Expressway,,https://www.squareyards.com/hero-realty-ltd-projects/2559/builder,13 Years Experience,2,4,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Putting; Rappelling/Rock Climbing,Power Backup; Restaurant; Treated Water Supply; High Speed Elevators; Medical Facility; Pet Area; 24*7 Water Supply; Automatic Boom Barriers,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; IGBC Certified Building,Cafe / Coffee Bar; Reading Room/Library; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse
336331,https://www.squareyards.com/greater-noida-residential-property/ats-destinaire/10912/project,ATS Destinaire,Square Yards  Phase 1,"Sector 1 Greater Noida, Greater Noida",Rs2.47 Cr - 3.31 Cr,"Rs13,000 Per Sq. Ft",Under Construction,"3, 4 BHK",1900 Sq. Ft to 2550 Sq. Ft (Saleable),ATS,736 units,8.25 Acres,Ask for Details,13-Sep-19,Sector 1 Greater Noida,Greater Noida West,,https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,19,26,UPRERAAGT10119,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Large Green Area,Party Hall; Clubhouse; Amphitheater; Indoor Games
270729,https://www.squareyards.com/greater-noida-residential-property/ats-rhapsody/8676/project,ATS Rhapsody,Square Yards  Phase 1,"Sector 1 Greater Noida, Greater Noida",Rs1.46 Cr - 1.99 Cr,"Rs8,100 Per Sq. Ft",Under Construction,3 BHK,1800 Sq. Ft to 2400 Sq. Ft (Saleable),ATS,562 units,6 Acres,Ask for Details,1-Oct-24,Sector 1 Greater Noida,Greater Noida West,,https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,19,26,UPRERAAGT10119,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Snooker/Pool/Billiards,Power Backup; AC Waiting Lobby; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Emergency Rescue / Alarms,Large Green Area,Clubhouse; Indoor Games
1030,https://www.squareyards.com/gurgaon-residential-property/m3m-golf-estate/68/project,M3M Golf Estate,Square Yards  Phase 1,"Sector 65, Gurgaon",Rs4.46 Cr - 8.70 Cr,"Rs13,950 Per Sq. Ft",Ready to Move,"3, 4, 5 BHK",3005 Sq. Ft to 5900 Sq. Ft (Saleable),M3M,2250 units,56 Acres,Ask for Details,30-Sep-18,Sector 65,Golf Course Extension,,https://www.squareyards.com/m3m-projects/67/builder,12 Years Experience,11,43,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Italian/Imported Marble; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Fittings & Fixtures: Air Conditioner Fittings; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: Seismic Zone V Compliant",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Course,Power Backup; Treated Water Supply; Medical Facility; Pet Area; Car Washing Bays; Laundromat; 24*7 Water Supply; ATM's; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Reading Room/Library; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi
87,https://www.squareyards.com/ghaziabad-residential-property/ats-advantage/3848/project,ATS Advantage,Square Yards  Phase 1,"Ahinsa Khand 1, Ghaziabad",Rs1.47 Cr - 4.09 Cr,N/A,Ready to Move,"2, 3, 4 BHK",1100 Sq. Ft to 3050 Sq. Ft (Saleable),ATS,1554 units,24 Acres,Ask for Details,Ask for Details,Ahinsa Khand 1,Ghaziabad City,,https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,19,26,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Play Areas / Sand Pits,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems,Rain Water Harvesting; Normal Park / Central Green,Clubhouse; Indoor Games
427056,https://www.squareyards.com/gurgaon-residential-property/m3m-altitude/247647/project,M3M Altitude,Square Yards  Phase 1,"Sector 65, Gurgaon",Rs10.50 Cr,"Rs24,600 Per Sq. Ft",New Launch,4 BHK,4270 Sq. Ft (Saleable),M3M,342 units,4 Acres,Ask for Details,Ask for Details,Sector 65,Golf Course Extension,,https://www.squareyards.com/m3m-projects/67/builder,12 Years Experience,11,43,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Rappelling/Rock Climbing,Power Backup; Restaurant; Treated Water Supply; High Speed Elevators; 24*7 Water Supply; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Dance Room; Reading Room/Library; Sauna; Party Hall; Amphitheater; Indoor Games; Conference Room; Spa; Luxurious Clubhouse
25860,https://www.squareyards.com/gurgaon-residential-property/ats-triumph/234/project,ATS Triumph,Square Yards  Phase 1,"Sector 104, Gurgaon",Rs1.65 Cr - 2.45 Cr,N/A,Ready to Move,"3, 4 BHK",2290 Sq. Ft to 3150 Sq. Ft (Saleable),ATS,443 units,12 Acres,Ask for Details,1-Jun-18,Sector 104,Dwarka Expressway,,https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,19,26,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Air Conditioner Fittings; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Party Hall; Clubhouse; Indoor Games
269397,https://www.squareyards.com/noida-residential-property/ats-picturesque-reprieves/8650/project,ATS Picturesque Reprieves,Square Yards  Phase 1,"Sector 152, Noida",Rs2.96 Cr - 5.12 Cr,"Rs16,000 Per Sq. Ft",Under Construction,"3, 4 BHK",1850 Sq. Ft to 3200 Sq. Ft (Saleable),ATS,932 units,26.4 Acres,Ask for Details,25-Oct-24,Sector 152,Noida Expressway,,https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,19,26,UPRERAAGT10119,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Emergency Rescue / Alarms,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Party Hall; Clubhouse; Indoor Games
269397,https://www.squareyards.com/noida-residential-property/ats-picturesque-reprieves-phase-2/100012/project,ATS Picturesque Reprieves Phase 2,Square Yards  Phase 2,"Sector 152, Noida",Rs2.96 Cr - 5.12 Cr,"Rs16,000 Per Sq. Ft",Under Construction,"3, 4 BHK",1850 Sq. Ft to 3200 Sq. Ft (Saleable),ATS,644 units,7.2 Acres,Ask for Details,Ask for Details,Sector 152,Noida Expressway,,https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,19,26,UPRERAAGT10119,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Emergency Rescue / Alarms,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Party Hall; Clubhouse; Indoor Games
379918,https://www.squareyards.com/greater-noida-residential-property/nimbus-express-park-view-ii/1187/project,Nimbus Express Park View - II,Square Yards  Phase 1,"GN Sector Chi V, Greater Noida",Rs89.00 Lac - 1.83 Cr,"Rs8,371 Per Sq. Ft",Ready to Move,"2, 3, 4 BHK",1057 Sq. Ft to 2191 Sq. Ft (Saleable),Nimbus,1320 units,10 Acres,Ask for Details,30-Dec-16,GN Sector Chi V,Yamuna Expressway,,https://www.squareyards.com/nimbus-projects/180/builder,9 Years Experience,4,N/A,UPRERAAGT10119,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Gazebo,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Emergency Rescue / Alarms,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Sauna; Party Hall; Clubhouse; Amphitheater; Indoor Games; Spa; Jacuzzi
426159,https://www.squareyards.com/greater-noida-residential-property/nimbus-the-palm-village/247100/project,Nimbus The Palm Village,Square Yards  Phase 1,"Sector 22A Yamuna Expressway, Greater Noida",Rs55.00 Lac - 1.69 Cr,N/A,New Launch,"1, 3 BHK",525 Sq. Ft to 2175 Sq. Ft (Saleable),Nimbus,1172 units,12 Acres,Ask for Details,Ask for Details,Sector 22A Yamuna Expressway,Yamuna Expressway,,https://www.squareyards.com/nimbus-projects/180/builder,9 Years Experience,4,N/A,UPRERAAGT10119,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Split Air Conditioner; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Gazebo,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Eco Friendly; Large Green Area,Cafe / Coffee Bar; Reading Room/Library; Party Hall; Clubhouse; Indoor Games; Spa
426520,https://www.squareyards.com/gurgaon-residential-property/conscient-parq/247842/project,Conscient Parq,Square Yards  Phase 1,"Sector 80, Gurgaon",Rs3.09 Cr - 4.53 Cr,"Rs15,900 Per Sq. Ft",New Launch,"3, 4 BHK",1945 Sq. Ft to 2850 Sq. Ft (Saleable),Conscient,528 units,5.6 Acres,Ask for Details,Ask for Details,Sector 80,New Gurgaon,"Experience luxurious living with panoramic views of Delhi NCR,Strategically located near NH 8, Southern Peripheral Road & Dwarka Expressway,Lush green surroundings and serene environment for a peaceful lifestyle,Well-equipped gymnasium for fitness enthusiasts to stay active,Reliable power backup for uninterrupted living experience,Superior construction with acrylic emulsion wall finishes",https://www.squareyards.com/conscient-projects/31/builder,4 Years Experience,6,11,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Indoor Games; Luxurious Clubhouse
62235,https://www.squareyards.com/gurgaon-residential-property/mahindra-luminare/987/project,Mahindra Luminare,Square Yards  Phase 1,"Sector 59, Gurgaon",Rs6.57 Cr - 7.97 Cr,N/A,Partially Ready To Move,"3, 4 BHK",2985 Sq. Ft to 3625 Sq. Ft (Saleable),Mahindra Lifespaces,500 units,7 Acres,Ask for Details,30-Dec-21,Sector 59,Golf Course Extension,"World-Class 3 BHK apartments,Close to Sector 55-56 Rapid Metro,AV Rooms/Spa/Card Rooms,2985 Sq.Ft. of Aggregated Land,The multi-story towers offer stunning 360-degree views of the surrounding area,Located in Sector 59, Gurgaon, with excellent connectivity to the city,Hosts advanced security systems for resident safety,Reputed for robust and solid construction quality,Developed by Mahindra Lifespaces, a well-known name in the real estate sector",https://www.squareyards.com/mahindra-lifespaces-projects/68/builder,25 Years Experience,14,72,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Laminated Wooden; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Ceilings: More than 9 Ft; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Restaurant; Home Automation; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Smoke/Heat Sensors; Smart Card Access; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Mini Theatre; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Spa
404068,https://www.squareyards.com/gurgaon-residential-property/m3m-crown/214724/project,M3M Crown,Square Yards  Phase 1,"Sector 111, Gurgaon",Rs3.19 Cr - 5.18 Cr,"Rs20,500 Per Sq. Ft",Under Construction,"3, 4 BHK",1555 Sq. Ft to 2525 Sq. Ft (Saleable),M3M,1332 units,16 Acres,Ask for Details,Ask for Details,Sector 111,Dwarka Expressway,,https://www.squareyards.com/m3m-projects/67/builder,12 Years Experience,11,43,660/2017/307,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Italian/Imported Marble; Fittings & Fixtures: VRV AC Fittings; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Golf Putting; Rappelling/Rock Climbing; Gazebo,Power Backup; AC Waiting Lobby; Pet Area; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Large Green Area,Mini Theatre; Reading Room/Library; Party Hall; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Senior Citizen Area
404456,https://www.squareyards.com/gurgaon-residential-property/signature-global-city-93/216130/project,Signature Global City 93,Square Yards  Phase 1,"Sector 93, Gurgaon",Rs1.28 Cr - 2.04 Cr,N/A,Under Construction,"2, 3 BHK",981 Sq. Ft to 1530 Sq. Ft (Saleable),Signature Global,1246 units,17.31 Acres,Ask for Details,Ask for Details,Sector 93,New Gurgaon,,https://www.squareyards.com/signature-global-projects/3175/builder,19 Years Experience,10,43,660/2017/307,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; Medical Facility; Laundromat; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Indoor Games; Multi Brand Retail
424568,https://www.squareyards.com/gurgaon-residential-property/jms-premier-floors/306414/project,JMS Premier Floors,Square Yards  Phase 1,"Sector 95, Gurgaon",Rs1.09 Cr - 1.37 Cr,N/A,New Launch,"2, 3 BHK",1340 Sq. Ft to 1745 Sq. Ft (Saleable),JMS Group,92 units,0.23 Acres,Ask for Details,Ask for Details,Sector 95,New Gurgaon,"Strategic connectivity to Dwarka Expressway and Pataudi Road.,Luxurious amenities like power backup facility.,Affordable and spacious floor options with varying sizes.,Premium specification include acrylic emulsion walls.,Laminated wooden flooring in master bedroom, a class apart.",https://www.squareyards.com/jms-group-projects/11470/builder,N/A,5,5,660/2017/307,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Party Hall; Clubhouse; Amphitheater; Indoor Games; Senior Citizen Area
327273,https://www.squareyards.com/noida-residential-property/aba-county-107/10931/project,ABA County 107,Square Yards  Phase 1,"Sector 107, Noida",Rs7.70 Cr - 14.45 Cr,"Rs22,000 Per Sq. Ft",Ready to Move,"4, 5 BHK",3501 Sq. Ft to 6570 Sq. Ft (Saleable),ABA County Group,230 units,4.94 Acres,Ask for Details,20-Nov-19,Sector 107,Noida Expressway,,https://www.squareyards.com/aba-county-group-projects/179/builder,25 Years Experience,5,11,UPRERAAGT10119,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: Wardrobes, VRV AC Fittings, Air Conditioner Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink,Power Backup; Restaurant; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green; Eco Friendly,Cafe / Coffee Bar; Mini Theatre; Sauna; Party Hall; Cards Room; Clubhouse; Indoor Games; Spa; Jacuzzi
