XID,URL,Project Name,Phase,Builder Name,Location,Price Range,Price per Sqft,Configurations,Completion Date,Unit Size Range,Project Size,Launch Date,RERA Number,Total Number of Units,USP,BHK,Amenity Count,Amenities,Specifications,Photo Count,Video Count,Rating count,Price Trend,Builder URL,Builder Experience,Total Projects,Ongoing Projects,Past Projects,Builder Info
425268,https://www.squareyards.com/noida-residential-property/godrej-jardinia/246953/project,Godrej Jardinia,Single phase,Godrej,"Sector 146, Noida",Rs3.55 Cr - 6.50 Cr,N/A,"3, 4 BHK Flats",Ask for Details,1758 Sq. Ft to 3221 Sq. Ft (Saleable),6.18 Acres,Ask for Details,UPRERAAGT10119,700 units,"Savor luxurious living near NoidaGreater Noida Expressway and Yamuna Expressway,Unlock exceptional living with premium amenities like gym and power backup,Experience world-class construction with oil-bound distemper finishes,Choose from spacious 3 and 4 BHK apartments in Sector 146, Noida,Dwell in a tranquil oasis surrounded by lush greenery and calm,Easy connectivity to major commercial hubs and educational institutions","3, 4 BHK",25,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Party Hall; Clubhouse; Indoor Games; Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Italian/Imported Marble; Other Bedrooms-Flooring: Italian/Imported Marble; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen; Structure: RCC Frame Structure,11,2,N/A,"₹ 17,858
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/godrej-projects/49/builder,29 Years Experience,182,61,150,"Real estate firm Godrej Properties Limited is headquartered in Mumbai, India. The company was established in 1990 by Adi Godrej and is a division of Godrej Industries Limited. Currently, the company is working on projects expected to total more than 89.7 million square feet."
376821,https://www.squareyards.com/noida-residential-property/ats-kingston-heath/103548/project,ATS Kingston Heath,Single phase,ATS,"Sector 150, Noida",Rs3.76 Cr - 5.28 Cr,"Rs16,000 Per Sq. Ft","3, 4 BHK Flats",Ask for Details,2350 Sq. Ft to 3300 Sq. Ft (Saleable),34.5 Acres,Ask for Details,UPRERAAGT10119,479 units,"Luxurious apartments with a close-knit community,Gateway to Noida while coming from Jewar Airport,Explore a lifestyle that care for every individual,80% Green Cover Sector with lush greens","3, 4 BHK",35,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Course; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Senior Citizen Area; Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift; Party Lawn; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Others; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Others; Living Area-Flooring: Italian/Imported Marble; Ceilings: False Ceiling; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure",14,0,N/A,"₹ 11,714
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,48,19,26,The ATS Group is a reputed real estate conglomerate in the country and is held symbolic with customer centric housing and quality. The Group is known for its emphasis on supreme craftsmanship and innovative project designs. The Group was founded 16 years ago and has delivered multiple world class projects till date.
344889,https://www.squareyards.com/noida-residential-property/gulshan-dynasty/29919/project,Gulshan Dynasty,Single phase,Gulshan Homz,"Sector 144, Noida",Rs9.63 Cr,N/A,4 BHK Flats,Ask for Details,4700 Sq. Ft (Saleable),5.8 Acres,Ask for Details,UPRERAAGT10119,204 units,"Eco-friendly platinum IGBC-rated project,Contactless serviced homes with unique entry/exit,Low-density living with only 204 apartments,Customisable luxury homes with walk-in closets",4 BHK,30,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Lift; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Sauna; Party Hall; Clubhouse; Indoor Games; Spa; Jacuzzi; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area; IGBC Certified Building,"Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",24,0,10 Ratings,"₹ 19,774
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/gulshan-homz-projects/183/builder,28 Years Experience,13,1,11,"Gulshan Homz seeks to draw inspiration from five key aspects of our environment, namely earth, fire, water, sky, wind which translate into truthfulness, quality, faith, passion and professionalism respectively. It seeks to conquer all obstacles with a view towards offering unique housing solutions to customers. Founded more than 25 years earlier by Gulshan Nagpal, the organization has always thrived on account of its futuristic vision. It structures are supremely contemporary and awe inspiring to say the least. The portfolio of Gulshan Homz projects encompasses several luxury residential offerings in Delhi-NCR. Well connected locations are chosen which possess ample growth potential. It also offers top class amenities for buyers in tandem with exclusive lifestyles. All properties are delivered within time minus any hitches while stringent quality standards are adhered to at all times. Eco-friendly development coupled with customer centricity is also taken very seriously here. Major offerings include Botnia, Bellina, Ikebana, Vivante, Grand, Centrum, etc."
378409,https://www.squareyards.com/noida-residential-property/ace-starlit/105330/project,Ace Starlit,Single phase,ACE,"Sector 152, Noida",Rs2.36 Cr - 3.12 Cr,"Rs17,499 Per Sq. Ft","2, 3 BHK Flats",Ask for Details,1350 Sq. Ft to 1785 Sq. Ft (Saleable),6.8 Acres,Ask for Details,UPRERAAGT10119,492 units,"Strategically located adjacent to Noida Greater Noida Expressway and Yamuna Expressway,Approved by UPRERAPRJ677294 under RERA guidelines for transparency and security,Presenting a range of 2 and 3 BHK apartments with spacious unit options up to 1785 Sq. Ft.,Elevate your lifestyle with state-of-the-art gymnasium, power backup, and oil-bound distemper finish,Enjoy seamless connectivity and easy access to major expressways and highways,Invest in a prestigious project with comprehensive project knowledge readily available,Experience luxurious living with premium amenities and modern specifications","2, 3 BHK",32,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Power Backup; 24*7 Water Supply; Lift; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Reading Room/Library; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Jacuzzi; High Street Retail; Senior Citizen Area; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: Wardrobes; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Ceilings: False Ceiling; Kitchen-Equipments: Modular Kitchen; Structure: RCC Frame Structure,14,0,1 Rating,"₹ 14,114
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/ace-projects/166/builder,14 Years Experience,17,5,13,"Ace Group is one of Noida’s biggest developers, synonymous with quality, creativity, innovation and customer fulfillment. It is known for landmark offerings across Delhi-NCR and also for delivering homes on time to customers. Backed by core values such as professionalism, integrity, reliability, transparency, adherence to stringent quality guidelines and customer centricity, it is now scaling new frontiers by way of expansion. The portfolio of Ace projects includes several residential and commercial properties in strategic, well connected locations. High quality materials are used at all times along with latest construction methods and technologies. Customer service is taken very seriously here along with luxury. Affordable luxury is a key motto that is best served through competitive pricing, locational advantages, premium features, etc. Founded in 2010, it has set new benchmarks in real estate with several awards in its kitty including Best Affordable Homes in Delhi NCR and Construction Quality, CNBC Awaaz."
290685,https://www.squareyards.com/noida-residential-property/godrej-nest/9255/project,Godrej Nest,Single phase,Godrej,"Sector 150, Noida",Rs87.73 Lac - 4.22 Cr,"Rs9,824 Per Sq. Ft","2, 3, 4 BHK Flats",Ask for Details,893 Sq. Ft to 4295 Sq. Ft (Saleable),18 Acres,Ask for Details,UPRERAAGT10119,545 units,,"2, 3, 4 BHK",38,Power Backup; Treated Water Supply; Medical Facility; 24*7 Water Supply; Lift; Party Lawn; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Course; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Burglar Alarm; Cafe / Coffee Bar; Dance Room; Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Amphitheater; Indoor Games,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Italian/Imported Marble; Fittings & Fixtures: Air Conditioner Fittings; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",25,0,N/A,"₹ 11,576
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/godrej-projects/49/builder,29 Years Experience,182,61,150,"Real estate firm Godrej Properties Limited is headquartered in Mumbai, India. The company was established in 1990 by Adi Godrej and is a division of Godrej Industries Limited. Currently, the company is working on projects expected to total more than 89.7 million square feet."
382046,https://www.squareyards.com/noida-residential-property/ats-homekraft-pious-orchards/112460/project,ATS Homekraft Pious Orchards,Single phase,ATS,"Sector 150, Noida",Rs3.29 Cr - 4.48 Cr,"Rs14,000 Per Sq. Ft","3, 5 BHK Flats",Ask for Details,2350 Sq. Ft to 3200 Sq. Ft (Saleable),9.3 Acres,Ask for Details,UPRERAAGT10119,608 units,"Swimming Pool,Clubhouse,Indoor Gymnasium,Billiards Room","3, 5 BHK",32,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Lift; Party Lawn; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Skating Rink; Rappelling/Rock Climbing; Party Hall; Clubhouse; Amphitheater; Indoor Games; Jacuzzi; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,21,0,N/A,"₹ 11,242
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,48,19,26,The ATS Group is a reputed real estate conglomerate in the country and is held symbolic with customer centric housing and quality. The Group is known for its emphasis on supreme craftsmanship and innovative project designs. The Group was founded 16 years ago and has delivered multiple world class projects till date.
10130,https://www.squareyards.com/noida-residential-property/ats-pristine/705/project,ATS Pristine,Single phase,ATS,"Sector 150, Noida",Rs2.86 Cr - 5.18 Cr,"Rs16,203 Per Sq. Ft","3, 4 BHK Flats","Dec 31, 2021",1750 Sq. Ft to 3200 Sq. Ft (Saleable),18 Acres,Ask for Details,UPRERAAGT10119,716 units,"Luxurious living with Noida Greater Noida Expressway connectivity.,Proximity to Yamuna Expressway ensures seamless commuting.,Approved by UPRERAPRJ2875 for authentic living experience.,State-of-the-art gymnasium for a healthy lifestyle.,Power backup facility for uninterrupted living.,Covers 18 acres with 17 towers of 24 floors each, with 3 and 4 BHK apartments between 1750 and 3200 sq. ft.,Situated in Sector 150, Noida, it offers easy connectivity to various expressway,Offers a world-class gymnasium, power backup, and easy access to vital services,Sector 150 is famous for its green environment","3, 4 BHK",36,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; Power Backup; Treated Water Supply; Medical Facility; 24*7 Water Supply; Lift; Cafe / Coffee Bar; Reading Room/Library; Sauna; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Spa,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Split Air Conditioner; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",23,0,11 Ratings,"₹ 12,431
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,48,19,26,The ATS Group is a reputed real estate conglomerate in the country and is held symbolic with customer centric housing and quality. The Group is known for its emphasis on supreme craftsmanship and innovative project designs. The Group was founded 16 years ago and has delivered multiple world class projects till date.
410631,https://www.squareyards.com/noida-residential-property/m3m-the-cullinan/224290/project,M3M The Cullinan,Single phase,M3M,"Sector 94, Noida",Rs68.25 Lac - 18.65 Cr,N/A,"3, 4, 5 BHK Flats",Ask for Details,210 Sq. Ft to 6220 Sq. Ft (Saleable),11.42 Acres,Ask for Details,UPRERAAGT10119,2281 units,"Strategically located near NoidaGreater Noida Expressway and Dadri Road,Enjoy premium amenities like power backup and gymnasium,Luxurious 3 to 5 BHK apartments with spacious areas up to 6220 Sq. Ft.,Get unmatched connectivity via Kalindi Kunj Link Road,Approved under RERA with registration number UPRERAPRJ442214,Elevate your lifestyle with high-end specifications in every apartment","3, 4, 5 BHK",42,Power Backup; Restaurant; Treated Water Supply; High Speed Elevators; Pet Area; 24*7 Water Supply; Party Lawn; Cafe / Coffee Bar; Party Hall; Amphitheater; Indoor Games; Private Pool in Select Unit; Luxurious Clubhouse; Jacuzzi; Multiplex; Multi Brand Retail; High Street Retail; Hypermarket; Food Court; Senior Citizen Area; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Putting; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",29,2,10 Ratings,"₹ 22,812
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/m3m-projects/67/builder,12 Years Experience,43,11,43,"Founded by Sh. Basant Bansal, M3M is one of the renowned real estate developers in the current Indian market. It has created a reputation for identifying emerging real estate markets. The M3M has recognised aspirations in lifestyle evolution. M3M has the potential to provide the perfect luxury and living experience as all the projects are strategically designed and located. In less than a decade, M3M has emerged as one of the leading real estate developers in India. The projects are on a fast track, creating architectural masterpieces and bringing innovation to the real estate market. Moreover, the M3M is shaping India with the vision of innovation. The renowned group has launched iconic projects that are being strategically designed and developed by top-notch professionals."
326229,https://www.squareyards.com/noida-residential-property/ats-homekraft-pious-hideaways/10400/project,ATS Homekraft Pious Hideaways,Single phase,ATS,"Sector 150, Noida",Rs1.38 Cr - 1.65 Cr,"Rs9,875 Per Sq. Ft",3 BHK Flats,"Dec 31, 2023",1400 Sq. Ft to 1675 Sq. Ft (Saleable),8 Acres,Ask for Details,UPRERAAGT10119,749 units,"Strategically located on Noida Greater Noida Expressway & Yamuna Expressway,RERA approved project with registration number UPRERAPRJ442430,Unlimited power backup for a secure and reliable living,Spacious 3 BHK apartments with areas ranging from 1400-1675 Sq. Ft.,Well-equipped gym and yoga / meditation room for sports enthusiasts,Highest quality wall finishes with oil bound distemper coating",3 BHK,27,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Cafe / Coffee Bar; Party Hall; Clubhouse; Indoor Games; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Emergency Rescue / Alarms; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",23,0,N/A,,https://www.squareyards.com/ats-projects/19/builder,20 Years Experience,48,19,26,The ATS Group is a reputed real estate conglomerate in the country and is held symbolic with customer centric housing and quality. The Group is known for its emphasis on supreme craftsmanship and innovative project designs. The Group was founded 16 years ago and has delivered multiple world class projects till date.
269167,https://www.squareyards.com/greater-noida-residential-property/godrej-golf-links-evoke/9146/project,Godrej Golf Links Evoke,Single phase,Godrej,"Sector 27 Yamuna Expressway, Greater Noida",Rs4.51 Cr - 5.76 Cr,N/A,4 BHK Villa,"Feb 28, 2022",4177 Sq. Ft to 5335 Sq. Ft (Saleable),6.7 Acres,Ask for Details,UPRERAAGT10119,95 units,"9-Hole Golf Course,Swimming Centre with Indoor Heated Pool,Drive-in Cinema,Premium Concierge Service",4 BHK,43,Power Backup; Restaurant; Medical Facility; Pet Area; 24*7 Water Supply; Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Heated Swimming Pool; Golf Course; Dance Room; Mini Theatre; Reading Room/Library; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi; High Street Retail; Senior Citizen Area; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Indian Marble; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure",23,0,10 Ratings,"₹ 12,908
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/godrej-projects/49/builder,29 Years Experience,182,61,150,"Real estate firm Godrej Properties Limited is headquartered in Mumbai, India. The company was established in 1990 by Adi Godrej and is a division of Godrej Industries Limited. Currently, the company is working on projects expected to total more than 89.7 million square feet."
409011,https://www.squareyards.com/greater-noida-residential-property/fusion-the-rivulet/224848/project,Fusion The Rivulet,Single phase,Fusion,"Sector 12 Greater Noida, Greater Noida",Rs1.38 Cr - 2.05 Cr,N/A,"3, 4 BHK Flats",Ask for Details,1350 Sq. Ft to 2010 Sq. Ft (Saleable),7.5 Acres,"Fusion The Rivulet benefits from an excellent location in Noida Ext Sector 12, Greater Noida. There are various famous landmarks in the vicinity.HP Petrol Pump: 170 metersCommercial Belt: 180 metersYotta Data Center: 1.9 kmEducation Hub: 2.5 kmYatharth Super Specialty Hospital: 7.5 kmGT Road: 10 kmHigh Street Mall Crown Plaza: 6.5 kmIndira Gandhi International Airport: 44 kmNoida International Airport (Jewar): 63 kmProposed Sector-12 Metro Station: 1.7 km",UPRERAAGT10119,816 units,,"3, 4 BHK",34,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Power Backup; Day Care Center; Guest House; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift; Party Lawn; Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Skating Rink; Golf Putting; Gazebo; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Luxurious Clubhouse; Jacuzzi; Rain Water Harvesting; Normal Park / Central Green; Eco Friendly,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,10,2,1 Rating,"₹ 9,788
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/fusion-projects/15681/builder,N/A,2,2,N/A,N/A
433611,https://www.squareyards.com/greater-noida-residential-property/renowned-renox-thrive/308677/project,Renowned Renox Thrive,Single phase,Renowned,"Noida Ext Sector 10, Greater Noida",Rs95.94 Lac - 2.38 Cr,"Rs9,000 Per Sq. Ft","2, 3, 4 BHK Flats",Ask for Details,1066 Sq. Ft to 2644 Sq. Ft (Saleable),3.03 Acres,Ask for Details,UPRERAAGT10119,531 units,,"2, 3, 4 BHK",32,Power Backup; Restaurant; Treated Water Supply; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift; Cafe / Coffee Bar; Party Hall; Amphitheater; Indoor Games; Conference Room; Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Gazebo; 24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone; Rain Water Harvesting; Sewage Treatment Plant; Large Green Area; IGBC Certified Building,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure",12,2,N/A,"₹ 8,001
Average Price (Price/Sq. Ft.)",https://www.squareyards.com/renowned-projects/287/builder,8 Years Experience,8,1,5,"Renowned Group is a leading real estate player that believes in setting high standards in the market in terms of professionalism and quality. Renowned Group prides itself on its technical and professional acumen and this approach is inherently visible through its objectives and spectrum of core activities. The company adopts a supremely disciplined approach towards project development and management in addition to thorough fund management. The Group believes in making the most of open markets and liberal policies of the Government. The Group is primarily focusing on infrastructural development with an aim towards establishing itself as a global leader in the industry.All property by Renowned Group is built from the perspective of the customer with a view towards exceeding expectations at every stage of the process. The Group works with the finest talents in the industry and has a burning desire to offer top notch quality to customers. The Group adheres to stringent professional and ethical standards. The Group is synonymous with quality, architectural expertise, commitment and customer satisfaction. The Group also works with leading architects, consultants and engineers to develop projects and keeps an eye on the finer details. The company closely supervises all sub contractors, contractors and other vendors for keeping quality intact and for completing projects within time."
