XID,Unit Type,Unit Size,Area Type,Price,Possession Date
r372188,Residential plot,1200 sq.ft,Super Area,19.1 Lac,Possession by Aug'23
r372188,Residential plot,1500 sq.ft,Super Area,23.9 Lac,Possession by Aug'23
r372188,Residential plot,1900 sq.ft,Super Area,30.2 Lac,Possession by Aug'23
r372188,Residential plot,2400 sq.ft,Super Area,38.2 Lac,Possession by Aug'23
r374451,2 BHK,1296 sq.ft,Super Area,89.1 Lac,Possession by Nov'25
r374451,2 BHK,1319 sq.ft,Super Area,90.7 Lac,Possession by Nov'25
r374451,2 BHK,1365 sq.ft,Super Area,93.8 Lac,Possession by Nov'25
r423946,3 BHK,1209 sq.ft,Super Area,1.07 Cr,Possession by Sep'27
r423946,3 BHK,1276 sq.ft,Super Area,1.13 Cr,Possession by Sep'27
r423946,3 BHK,1636 sq.ft,Super Area,1.46 Cr,Possession by Sep'27
r423946,2 BHK,917 sq.ft,Super Area,81.9 Lac,Possession by Sep'27
r423946,2 BHK,962 sq.ft,Super Area,85.9 Lac,Possession by Sep'27
r368086,3 BHK,1460 sq.ft,Super Area,86.6 Lac,Possession by Mar'23
r368086,3 BHK,1585 sq.ft,Super Area,94 Lac,Possession by Mar'23
r368086,2 BHK,1180 sq.ft,Super Area,70 Lac,Possession by Mar'23
r368086,2 BHK,1200 sq.ft,Super Area,71.2 Lac,Possession by Mar'23
r368086,2 BHK,1220 sq.ft,Super Area,72.4 Lac,Possession by Mar'23
r393150,3 BHK,1625 sq.ft,Super Area,97.5 Lac,Possession by Mar'28
r393150,3 BHK,1775 sq.ft,Super Area,1.06 Cr,Possession by Mar'28
r393150,2 BHK,1295 sq.ft,Super Area,77.7 Lac,Possession by Mar'28
r393150,2 BHK,1430 sq.ft,Super Area,85.8 Lac,Possession by Mar'28
r393150,2 BHK,1915 sq.ft,Super Area,71.7 Lac,Possession by Mar'28
r393150,4 BHK,3300 sq.ft,Super Area,1.82 Cr,Possession by Mar'28
r393150,4 BHK,3585 sq.ft,Super Area,1.97 Cr,Possession by Mar'28
r433403,3 BHK,1500 sq.ft,Super Area,90 Lac,Possession by Mar'27
r433403,3 BHK,1650 sq.ft,Super Area,99 Lac,Possession by Mar'27
r433403,3 BHK,1710 sq.ft,Super Area,1.02 Cr,Possession by Mar'27
r433403,3 BHK,2300 sq.ft,Super Area,1.37 Cr,Possession by Mar'27
r433403,3 BHK,2360 sq.ft,Super Area,1.41 Cr,Possession by Mar'27
r433403,2 BHK,1440 sq.ft,Super Area,86.4 Lac,Possession by Mar'27
r62469,3 BHK,1131 sq.ft,Super Area,1.56 Cr,Possession by Sep'27
r62469,3 BHK,1154 sq.ft,Super Area,1.63 Cr,Possession by Sep'27
r62469,3 BHK,1159 sq.ft,Super Area,1.59 Cr,Possession by Sep'27
r62469,3 BHK,1525 sq.ft,Super Area,1.55 Cr,Possession by Sep'27
r62469,2 BHK,769 sq.ft,Super Area,1.06 Cr,Possession by Sep'27
r62469,2 BHK,778 sq.ft,Super Area,1.08 Cr,Possession by Sep'27
r62469,2 BHK,779 sq.ft,Super Area,1.08 Cr,Possession by Sep'27
r407059,3 BHK,1383 sq.ft,Super Area,96.8 Lac,Possession by Dec'25
r407059,3 BHK,1476 sq.ft,Super Area,1.03 Cr,Possession by Dec'25
r407059,3 BHK,1562 sq.ft,Super Area,1.09 Cr,Possession by Dec'25
r407059,3 BHK,1860 sq.ft,Super Area,1.30 Cr,Possession by Dec'25
r407059,2 BHK,976 sq.ft,Super Area,68.3 Lac,Possession by Dec'25
r407059,4 BHK,1912 sq.ft,Super Area,1.33 Cr,Possession by Dec'25
r410501,3 BHK,1192 sq.ft,Super Area,75.1 Lac,Possession by Mar'25
r410501,3 BHK,1580 sq.ft,Super Area,99.5 Lac,Possession by Mar'25
r410501,2 BHK,912 sq.ft,Super Area,57.4 Lac,Possession by Mar'25
r410501,2 BHK,920 sq.ft,Super Area,58 Lac,Possession by Mar'25
r410501,2 BHK,930 sq.ft,Super Area,58.6 Lac,Possession by Mar'25
r6670,3 BHK,1593 sq.ft,Super Area,2.15 Cr,Possession by Jul'19
r6670,3 BHK,1650 sq.ft,Super Area,2.22 Cr,Possession by Jul'19
r6670,3 BHK,1727 sq.ft,Super Area,2.33 Cr,Possession by Jul'19
r6670,3 BHK,1732 sq.ft,Super Area,2.33 Cr,Possession by Jul'19
r6670,3 BHK,1735 sq.ft,Super Area,2.34 Cr,Possession by Jul'19
r6670,3 BHK,1852 sq.ft,Super Area,2.50 Cr,Possession by Jul'19
r6670,3 BHK,1877 sq.ft,Super Area,2.53 Cr,Possession by Jul'19
r6670,3 BHK,1891 sq.ft,Super Area,2.55 Cr,Possession by Jul'19
r6670,3 BHK,1892 sq.ft,Super Area,2.55 Cr,Possession by Jul'19
r6670,3 BHK,1900 sq.ft,Super Area,2.56 Cr,Possession by Jul'19
r6670,3 BHK,1922 sq.ft,Super Area,2.59 Cr,Possession by Jul'19
r6670,3 BHK,1933 sq.ft,Super Area,2.60 Cr,Possession by Jul'19
r6670,3 BHK,1934 sq.ft,Super Area,2.61 Cr,Possession by Jul'19
r6670,3 BHK,1940 sq.ft,Super Area,2.61 Cr,Possession by Jul'19
r6670,3 BHK,1967 sq.ft,Super Area,2.65 Cr,Possession by Jul'19
r6670,3 BHK,1970 sq.ft,Super Area,2.65 Cr,Possession by Jul'19
r6670,3 BHK,1996 sq.ft,Super Area,2.69 Cr,Possession by Jul'19
r6670,3 BHK,2100 sq.ft,Super Area,2.83 Cr,Possession by Jul'19
r6670,3 BHK,2200 sq.ft,Super Area,2.97 Cr,Possession by Jul'19
r6670,3 BHK,2416 sq.ft,Super Area,3.26 Cr,Possession by Jul'19
r6670,3 BHK,2500 sq.ft,Super Area,3.37 Cr,Possession by Jul'19
r6670,2 BHK,1296 sq.ft,Super Area,1.74 Cr,Possession by Jul'19
r6670,2 BHK,1446 sq.ft,Super Area,1.95 Cr,Possession by Jul'19
r6670,2 BHK,1484 sq.ft,Super Area,1.95 Cr,Possession by Jul'19
r6670,4 BHK,2740 sq.ft,Super Area,3.69 Cr,Possession by Jul'19
r6670,4 BHK,2760 sq.ft,Super Area,3.72 Cr,Possession by Jul'19
r5954,3 BHK,1830 sq.ft,Super Area,1.83 Cr,Possession by Dec'27
r5954,3 BHK,1832 sq.ft,Super Area,1.83 Cr,Possession by Dec'27
r5954,3 BHK,1833 sq.ft,Super Area,1.83 Cr,Possession by Dec'27
r5954,3 BHK,1950 sq.ft,Super Area,1.95 Cr,Possession by Dec'27
r5954,3 BHK,1951 sq.ft,Super Area,1.95 Cr,Possession by Dec'27
r5954,4 BHK,2540 sq.ft,Super Area,2.54 Cr,Possession by Dec'27
r5954,4 BHK,2542 sq.ft,Super Area,2.54 Cr,Possession by Dec'27
r411075,3 BHK,1656 sq.ft,Super Area,1.12 Cr,Possession by May'28
r411075,3 BHK,1670 sq.ft,Super Area,1.26 Cr,Possession by May'28
r411075,3 BHK,1799 sq.ft,Super Area,1.33 Cr,Possession by May'28
r411075,3 BHK,1805 sq.ft,Super Area,1.15 Cr,Possession by May'28
r411075,3 BHK,1961 sq.ft,Super Area,1.49 Cr,Possession by May'28
r411075,3 BHK,1968 sq.ft,Super Area,1.45 Cr,Possession by May'28
r411075,4 BHK,2506 sq.ft,Super Area,1.99 Cr,Possession by May'28
r411075,4 BHK,2564 sq.ft,Super Area,1.95 Cr,Possession by May'28
r416320,2 BHK,1225 sq.ft,Super Area,70 Lac,Possession by Dec'24
r416320,2 BHK,1250 sq.ft,Super Area,72.7 Lac,Possession by Dec'24
r416320,2 BHK,1275 sq.ft,Super Area,65 Lac,Possession by Dec'24
r390246,3 BHK,1824 sq.ft,Super Area,1.58 Cr,Possession by Dec'25
r390246,3 BHK,1877 sq.ft,Super Area,1.62 Cr,Possession by Dec'25
r390246,,,,,
r293775,3 BHK,1580 sq.ft,Super Area,1.73 Cr,Possession by Feb'21
r293775,3 BHK,1640 sq.ft,Super Area,1.79 Cr,Possession by Feb'21
r293775,3 BHK,1685 sq.ft,Super Area,1.84 Cr,Possession by Feb'21
r293775,3 BHK,1770 sq.ft,Super Area,1.93 Cr,Possession by Feb'21
r293775,3 BHK,1780 sq.ft,Super Area,1.94 Cr,Possession by Feb'21
r293775,3 BHK,1785 sq.ft,Super Area,1.94 Cr,Possession by Feb'21
r293775,3 BHK,1815 sq.ft,Super Area,1.98 Cr,Possession by Feb'21
r293775,2 BHK,1460 sq.ft,Super Area,1.60 Cr,Possession by Feb'21
r293775,2 BHK,1470 sq.ft,Super Area,1.61 Cr,Possession by Feb'21
r293775,2 BHK,1570 sq.ft,Super Area,1.72 Cr,Possession by Feb'21
r293775,4 BHK,1885 sq.ft,Super Area,2.05 Cr,Possession by Feb'21
r384290,3 BHK,758 sq.ft,Super Area,2.18 Cr,Possession by Feb'27
r384290,3 BHK,847 sq.ft,Super Area,1.24 Cr,Possession by Feb'27
r384290,3 BHK,1240 sq.ft,Super Area,1.49 Cr,Possession by Feb'27
r384290,3 BHK,1241 sq.ft,Super Area,1.49 Cr,Possession by Feb'27
r384290,3 BHK,1353 sq.ft,Super Area,1.62 Cr,Possession by Feb'27
r384290,3 BHK,1407 sq.ft,Super Area,1.69 Cr,Possession by Feb'27
r384290,3 BHK,1420 sq.ft,Super Area,1.70 Cr,Possession by Feb'27
r384290,3 BHK,1421 sq.ft,Super Area,1.70 Cr,Possession by Feb'27
r384290,3 BHK,1424 sq.ft,Super Area,1.71 Cr,Possession by Feb'27
r384290,3 BHK,1430 sq.ft,Super Area,1.71 Cr,Possession by Feb'27
r384290,3 BHK,1450 sq.ft,Super Area,1.74 Cr,Possession by Feb'27
r384290,3 BHK,1453 sq.ft,Super Area,1.74 Cr,Possession by Feb'27
r384290,3 BHK,1458 sq.ft,Super Area,1.75 Cr,Possession by Feb'27
r384290,3 BHK,1460 sq.ft,Super Area,1.75 Cr,Possession by Feb'27
r384290,3 BHK,1489 sq.ft,Super Area,1.79 Cr,Possession by Feb'27
r384290,3 BHK,1497 sq.ft,Super Area,1.80 Cr,Possession by Feb'27
r384290,3 BHK,1498 sq.ft,Super Area,1.80 Cr,Possession by Feb'27
r384290,3 BHK,1525 sq.ft,Super Area,1.83 Cr,Possession by Feb'27
r384290,2 BHK,673 sq.ft,Super Area,98.8 Lac,Possession by Feb'27
r384290,2 BHK,987 sq.ft,Super Area,1.18 Cr,Possession by Feb'27
r384290,2 BHK,998 sq.ft,Super Area,1.20 Cr,Possession by Feb'27
r384290,2 BHK,1090 sq.ft,Super Area,1.31 Cr,Possession by Feb'27
r433359,3 BHK,1285 sq.ft,Super Area,92.5 Lac,Possession by Mar'29
r433359,3 BHK,1325 sq.ft,Super Area,95.4 Lac,Possession by Mar'29
r433359,3 BHK,1590 sq.ft,Super Area,1.14 Cr,Possession by Mar'29
r433359,3 BHK,1745 sq.ft,Super Area,1.25 Cr,Possession by Mar'29
r433359,3 BHK,1755 sq.ft,Super Area,1.26 Cr,Possession by Mar'29
r433359,2 BHK,1065 sq.ft,Super Area,76.7 Lac,Possession by Mar'29
r433359,2 BHK,1085 sq.ft,Super Area,78.1 Lac,Possession by Mar'29
r433359,2 BHK,1225 sq.ft,Super Area,88.2 Lac,Possession by Mar'29
r433359,2 BHK,1275 sq.ft,Super Area,91.8 Lac,Possession by Mar'29
r415891,3 BHK,1158 sq.ft,Super Area,2.85 Cr,Possession by Mar'31
r415891,3 BHK,1450 sq.ft,Super Area,3.18 Cr,Possession by Mar'31
r415891,2 BHK,1100 sq.ft,Super Area,2.36 Cr,Possession by Mar'31
r415891,5 BHK,3350 sq.ft,Super Area,8.30 Cr,Possession by Mar'31
r415891,4 BHK,1665 sq.ft,Super Area,3.56 Cr,Possession by Mar'31
r415891,4 BHK,2100 sq.ft,Super Area,4.84 Cr,Possession by Mar'31
r320141,3 BHK,1829 sq.ft,Super Area,2.55 Cr,Possession by Sep'23
r320141,3 BHK,2129 sq.ft,Super Area,2.90 Cr,Possession by Sep'23
r320141,3 BHK,2200 sq.ft,Super Area,2.62 Cr,Possession by Sep'23
r320141,3 BHK,2599 sq.ft,Super Area,Price Not Available,Possession by Sep'23
r320141,2 BHK,1400 sq.ft,Super Area,1.85 Cr,Possession by Sep'23
r320141,2 BHK,1600 sq.ft,Super Area,1.90 Cr,Possession by Sep'23
r320141,4 BHK,2628 sq.ft,Super Area,3.14 Cr,Possession by Sep'23
r405003,3 BHK,1325 sq.ft,Super Area,78.2 Lac,Possession by Jun'26
r405003,3 BHK,1350 sq.ft,Super Area,79.6 Lac,Possession by Jun'26
r405003,3 BHK,1715 sq.ft,Super Area,1.01 Cr,Possession by Jun'26
r405003,3 BHK,1835 sq.ft,Super Area,1.08 Cr,Possession by Jun'26
r405003,3 BHK,1895 sq.ft,Super Area,1.11 Cr,Possession by Jun'26
r405003,3 BHK,2060 sq.ft,Super Area,1.21 Cr,Possession by Jun'26
r405003,3 BHK,2110 sq.ft,Super Area,1.24 Cr,Possession by Jun'26
r405003,3 BHK,2300 sq.ft,Super Area,1.35 Cr,Possession by Jun'26
r405003,3 BHK,2310 sq.ft,Super Area,1.36 Cr,Possession by Jun'26
r405003,3 BHK,2595 sq.ft,Super Area,1.53 Cr,Possession by Jun'26
r405003,3 BHK,2610 sq.ft,Super Area,1.53 Cr,Possession by Jun'26
r405003,2 BHK,1325 sq.ft,Super Area,86.1 Lac,Possession by Jun'26
r405003,2 BHK,1350 sq.ft,Super Area,87.7 Lac,Possession by Jun'26
r405172,3 BHK,1905 sq.ft,Super Area,1.28 Cr,Possession by Dec'28
r405172,3 BHK,1910 sq.ft,Super Area,1.28 Cr,Possession by Dec'28
r405172,3 BHK,2055 sq.ft,Super Area,1.38 Cr,Possession by Dec'28
r405172,3 BHK,2290 sq.ft,Super Area,1.54 Cr,Possession by Dec'28
r405172,3 BHK,2305 sq.ft,Super Area,1.55 Cr,Possession by Dec'28
r405172,3 BHK,2320 sq.ft,Super Area,1.56 Cr,Possession by Dec'28
r405172,2 BHK,1170 sq.ft,Super Area,79 Lac,Possession by Dec'28
r405172,2 BHK,1245 sq.ft,Super Area,84 Lac,Possession by Dec'28
r405172,4 BHK,2685 sq.ft,Super Area,1.81 Cr,Possession by Dec'28
r405172,4 BHK,2710 sq.ft,Super Area,1.82 Cr,Possession by Dec'28
r405172,4 BHK,2780 sq.ft,Super Area,1.87 Cr,Possession by Dec'28
r402370,3 BHK,1235 sq.ft,Super Area,75.3 Lac,Possession by Nov'27
r402370,3 BHK,1236 sq.ft,Super Area,75.4 Lac,Possession by Nov'27
r402370,3 BHK,1820 sq.ft,Super Area,1.11 Cr,Possession by Nov'27
r402370,3 BHK,1823 sq.ft,Super Area,1.11 Cr,Possession by Nov'27
r402370,3 BHK,2120 sq.ft,Super Area,1.29 Cr,Possession by Nov'27
r402370,3 BHK,2123 sq.ft,Super Area,1.29 Cr,Possession by Nov'27
r402370,3 BHK,2348 sq.ft,Super Area,1.43 Cr,Possession by Nov'27
r402370,3 BHK,2350 sq.ft,Super Area,1.43 Cr,Possession by Nov'27
r402370,2 BHK,1235 sq.ft,Super Area,75.3 Lac,Possession by Nov'27
r402370,2 BHK,1236 sq.ft,Super Area,75.4 Lac,Possession by Nov'27
r375399,3 BHK,1655 sq.ft,Super Area,82.7 Lac,Possession by Mar'25
r375399,3 BHK,1855 sq.ft,Super Area,92.7 Lac,Possession by Mar'25
r375399,3 BHK,2155 sq.ft,Super Area,1.07 Cr,Possession by Mar'25
r375399,3 BHK,2455 sq.ft,Super Area,1.22 Cr,Possession by Mar'25
r437911,Residential plot,963 sq.ft,Super Area,64.2 Lac,Possession by Jan'25
r437911,Residential plot,1125 sq.ft,Super Area,75 Lac,Possession by Jan'25
r437911,Residential plot,1215 sq.ft,Super Area,81 Lac,Possession by Jan'25
r437911,Residential plot,1233 sq.ft,Super Area,82.2 Lac,Possession by Jan'25
r437911,Residential plot,1368 sq.ft,Super Area,91.2 Lac,Possession by Jan'25
r437911,Residential plot,1530 sq.ft,Super Area,1.02 Cr,Possession by Jan'25
r437911,Residential plot,1674 sq.ft,Super Area,1.11 Cr,Possession by Jan'25
r437911,Residential plot,1701 sq.ft,Super Area,1.13 Cr,Possession by Jan'25
r437911,Residential plot,1746 sq.ft,Super Area,1.16 Cr,Possession by Jan'25
r437911,Residential plot,1800 sq.ft,Super Area,1.20 Cr,Possession by Jan'25
r437911,Residential plot,1854 sq.ft,Super Area,1.23 Cr,Possession by Jan'25
r437911,Residential plot,1872 sq.ft,Super Area,1.24 Cr,Possession by Jan'25
r437911,Residential plot,1980 sq.ft,Super Area,1.32 Cr,Possession by Jan'25
r437911,Residential plot,2025 sq.ft,Super Area,1.35 Cr,Possession by Jan'25
r294215,3 BHK,950 sq.ft,Super Area,1.22 Cr,Possession by Dec'30
r294215,2 BHK,664 sq.ft,Super Area,85.9 Lac,Possession by Dec'30
r294215,2 BHK,732 sq.ft,Super Area,94.7 Lac,Possession by Dec'30
r415650,3 BHK,1905 sq.ft,Super Area,2.04 Cr,Possession by Jan'29
r415650,3 BHK,2340 sq.ft,Super Area,2.50 Cr,Possession by Jan'29
r415650,3 BHK,2880 sq.ft,Super Area,3.08 Cr,Possession by Jan'29
r415650,2 BHK,1425 sq.ft,Super Area,1.52 Cr,Possession by Jan'29
r415650,2 BHK,1555 sq.ft,Super Area,1.66 Cr,Possession by Jan'29
r415650,4 BHK,2755 sq.ft,Super Area,2.95 Cr,Possession by Jan'29
r415650,4 BHK,3300 sq.ft,Super Area,3.53 Cr,Possession by Jan'29
r379918,3 BHK,1632 sq.ft,Super Area,Price Not Available,Possession by Jan'24
r379918,3 BHK,2100 sq.ft,Super Area,1.78 Cr,Possession by Jan'24
r379918,2 BHK,1228 sq.ft,Super Area,92.1 Lac,Possession by Jan'24
r379918,2 BHK,1292 sq.ft,Super Area,Price Not Available,Possession by Jan'24
r341763,3 BHK,1550 sq.ft,Super Area,1.11 Cr,Possession by May'25
r341763,3 BHK,2050 sq.ft,Super Area,1.40 Cr,Possession by May'25
r341763,3 BHK,2200 sq.ft,Super Area,1.80 Cr,Possession by May'25
r341763,2 BHK,1305 sq.ft,Super Area,89.4 Lac,Possession by May'25
r341763,2 BHK,1315 sq.ft,Super Area,1.08 Cr,Possession by May'25
r341763,5 BHK,2836 sq.ft,Super Area,2.32 Cr,Possession by May'25
r341763,4 BHK,2050 sq.ft,Super Area,1.47 Cr,Possession by May'25
r341763,4 BHK,2250 sq.ft,Super Area,1.84 Cr,Possession by May'25
r341763,4 BHK,4285 sq.ft,Super Area,3.51 Cr,Possession by May'25
r371923,4 BHK villa,2300 sq.ft,Super Area,1.41 Cr,Possession by Dec'23
r371923,4 BHK villa,2455 sq.ft,Super Area,1.51 Cr,Possession by Dec'23
r371923,4 BHK villa,2471 sq.ft,Super Area,1.52 Cr,Possession by Dec'23
r371923,4 BHK villa,4387 sq.ft,Super Area,2.70 Cr,Possession by Dec'23
r35056,Residential plot,590 sq.ft,Super Area,9.4 Lac,Possession by Sep'21
r35056,Residential plot,840 sq.ft,Super Area,13.4 Lac,Possession by Sep'21
r35056,Residential plot,1050 sq.ft,Super Area,16.8 Lac,Possession by Sep'21
r35056,Residential plot,1200 sq.ft,Super Area,19.2 Lac,Possession by Sep'21
r35056,Residential plot,1500 sq.ft,Super Area,24 Lac,Possession by Sep'21
r414540,3 BHK,1357 sq.ft,Super Area,1.09 Cr,Possession by Apr'28
r414540,3 BHK,1608 sq.ft,Super Area,1.36 Cr,Possession by Apr'28
r414540,,,,,
r4382,3 BHK,730 sq.ft,Super Area,1.52 Cr,Possession by Dec'28
r4382,3 BHK,860 sq.ft,Super Area,1.82 Cr,Possession by Dec'28
r4382,3 BHK,882 sq.ft,Super Area,1.92 Cr,Possession by Dec'28
r4382,3 BHK,915 sq.ft,Super Area,1.90 Cr,Possession by Dec'28
r4382,3 BHK,932 sq.ft,Super Area,2.03 Cr,Possession by Dec'28
r4382,3 BHK,960 sq.ft,Super Area,2.01 Cr,Possession by Dec'28
r4382,2 BHK,579 sq.ft,Super Area,1.26 Cr,Possession by Dec'28
r4382,2 BHK,585 sq.ft,Super Area,1.23 Cr,Possession by Dec'28
r4382,2 BHK,601 sq.ft,Super Area,1.31 Cr,Possession by Dec'28
r4382,2 BHK,610 sq.ft,Super Area,1.27 Cr,Possession by Dec'28
r4382,2 BHK,640 sq.ft,Super Area,1.34 Cr,Possession by Dec'28
r4382,2 BHK,642 sq.ft,Super Area,1.40 Cr,Possession by Dec'28
r4382,2 BHK,663 sq.ft,Super Area,1.44 Cr,Possession by Dec'28
r4382,2 BHK,700 sq.ft,Super Area,1.53 Cr,Possession by Dec'28
r374312,3 BHK,1525 sq.ft,Super Area,2.91 Cr,Possession by Jan'27
r374312,3 BHK,1545 sq.ft,Super Area,2.95 Cr,Possession by Jan'27
r374312,3 BHK,1550 sq.ft,Super Area,2.42 Cr,Possession by Jan'27
r374312,3 BHK,1600 sq.ft,Super Area,3 Cr,Possession by Jan'27
r374312,3 BHK,1613 sq.ft,Super Area,2.52 Cr,Possession by Jan'27
r374312,3 BHK,2055 sq.ft,Super Area,3.92 Cr,Possession by Jan'27
r374312,3 BHK,2088 sq.ft,Super Area,3.99 Cr,Possession by Jan'27
r374312,3 BHK,2500 sq.ft,Super Area,4.77 Cr,Possession by Jan'27
r374312,3 BHK,2563 sq.ft,Super Area,4.90 Cr,Possession by Jan'27
r374312,3 BHK,2570 sq.ft,Super Area,4.91 Cr,Possession by Jan'27
r374312,3 BHK,2588 sq.ft,Super Area,4.60 Cr,Possession by Jan'27
r374312,3 BHK,3700 sq.ft,Super Area,7.07 Cr,Possession by Jan'27
r374312,2 BHK,1053 sq.ft,Super Area,1.91 Cr,Possession by Jan'27
r374312,2 BHK,1100 sq.ft,Super Area,1.75 Cr,Possession by Jan'27
r374312,2 BHK,1255 sq.ft,Super Area,2.28 Cr,Possession by Jan'27
r374312,5 BHK,3750 sq.ft,Super Area,7.16 Cr,Possession by Jan'27
r374312,5 BHK,3754 sq.ft,Super Area,7.17 Cr,Possession by Jan'27
r374312,5 BHK,3763 sq.ft,Super Area,6.50 Cr,Possession by Jan'27
r374312,5 BHK,3775 sq.ft,Super Area,6.80 Cr,Possession by Jan'27
r374312,4 BHK,2250 sq.ft,Super Area,4.25 Cr,Possession by Jan'27
r374312,4 BHK,2259 sq.ft,Super Area,4.31 Cr,Possession by Jan'27
r374312,4 BHK,3131 sq.ft,Super Area,5.98 Cr,Possession by Jan'27
r374312,4 BHK,3300 sq.ft,Super Area,5.94 Cr,Possession by Jan'27
r374312,4 BHK,3363 sq.ft,Super Area,6.30 Cr,Possession by Jan'27
r382108,3 BHK,1476 sq.ft,Super Area,66.6 Lac,Possession by Jun'27
r382108,3 BHK,1482 sq.ft,Super Area,66.8 Lac,Possession by Jun'27
r382108,3 BHK,1494 sq.ft,Super Area,67.4 Lac,Possession by Jun'27
r382108,3 BHK,1497 sq.ft,Super Area,67.5 Lac,Possession by Jun'27
r382108,3 BHK,1551 sq.ft,Super Area,69.9 Lac,Possession by Jun'27
r382108,3 BHK,1569 sq.ft,Super Area,70.6 Lac,Possession by Jun'27
r403058,3 BHK,1731 sq.ft,Super Area,95 Lac,Possession by Sep'24
r403058,3 BHK,1775 sq.ft,Super Area,98 Lac,Possession by Sep'24
r403058,3 BHK,1794 sq.ft,Super Area,99 Lac,Possession by Sep'24
r403058,3 BHK,1852 sq.ft,Super Area,1.02 Cr,Possession by Sep'24
r403058,3 BHK,1870 sq.ft,Super Area,1.03 Cr,Possession by Sep'24
r403058,3 BHK,1873 sq.ft,Super Area,1.03 Cr,Possession by Sep'24
r403058,3 BHK,1892 sq.ft,Super Area,1.04 Cr,Possession by Sep'24
r403058,2 BHK,1220 sq.ft,Super Area,67 Lac,Possession by Sep'24
r403058,2 BHK,1242 sq.ft,Super Area,68 Lac,Possession by Sep'24
r410309,4 BHK,1916 sq.ft,Super Area,1.81 Cr,Possession by Oct'28
r410309,4 BHK,2324 sq.ft,Super Area,3.20 Cr,Possession by Oct'28
r410309,4 BHK,2875 sq.ft,Super Area,2.72 Cr,Possession by Oct'28
r410309,4 BHK,2975 sq.ft,Super Area,2.78 Cr,Possession by Oct'28
r395807,3 BHK,1579 sq.ft,Super Area,1.17 Cr,Possession by Mar'25
r395807,3 BHK,1701 sq.ft,Super Area,1.26 Cr,Possession by Mar'25
r395807,3 BHK,1854 sq.ft,Super Area,1.37 Cr,Possession by Mar'25
r395807,3 BHK,2061 sq.ft,Super Area,1.53 Cr,Possession by Mar'25
r395807,3 BHK,2076 sq.ft,Super Area,1.54 Cr,Possession by Mar'25
r395807,3 BHK,2412 sq.ft,Super Area,1.79 Cr,Possession by Mar'25
r395807,2 BHK,1157 sq.ft,Super Area,86 Lac,Possession by Mar'25
r395807,2 BHK,1210 sq.ft,Super Area,89.9 Lac,Possession by Mar'25
r395807,2 BHK,1347 sq.ft,Super Area,1 Cr,Possession by Mar'25
r433805,3 BHK,1310 sq.ft,Super Area,57.6 Lac,Possession by Sep'30
r433805,3 BHK,1431 sq.ft,Super Area,60.1 Lac,Possession by Sep'30
r433805,3 BHK,1546 sq.ft,Super Area,61.8 Lac,Possession by Sep'30
r433805,3 BHK,1697 sq.ft,Super Area,67.9 Lac,Possession by Sep'30
r433805,3 BHK,1736 sq.ft,Super Area,76.4 Lac,Possession by Sep'30
r433805,2 BHK,1097 sq.ft,Super Area,43.9 Lac,Possession by Sep'30
r433805,2 BHK,1125 sq.ft,Super Area,45 Lac,Possession by Sep'30
r433805,2 BHK,1182 sq.ft,Super Area,47.3 Lac,Possession by Sep'30
r433805,2 BHK,1190 sq.ft,Super Area,50 Lac,Possession by Sep'30
r975,3 BHK,1535 sq.ft,Super Area,1.35 Cr,Possession by Nov'23
r975,3 BHK,2540 sq.ft,Super Area,1.50 Cr,Possession by Nov'23
r975,4 BHK,2630 sq.ft,Super Area,2.25 Cr,Possession by Nov'23
r975,4 BHK,3380 sq.ft,Super Area,3 Cr,Possession by Nov'23
r389667,3 BHK,820 sq.ft,Super Area,1.45 Cr,Possession by Dec'28
r389667,3 BHK,855 sq.ft,Super Area,1.66 Cr,Possession by Dec'28
r389667,3 BHK,880 sq.ft,Super Area,1.46 Cr,Possession by Dec'28
r389667,3 BHK,950 sq.ft,Super Area,1.55 Cr,Possession by Dec'28
r389667,3 BHK,971 sq.ft,Super Area,1.89 Cr,Possession by Dec'28
r389667,3 BHK,984 sq.ft,Super Area,2.30 Cr,Possession by Dec'28
r389667,3 BHK,985 sq.ft,Super Area,2.30 Cr,Possession by Dec'28
r389667,3 BHK,986 sq.ft,Super Area,2.30 Cr,Possession by Dec'28
r389667,3 BHK,1010 sq.ft,Super Area,1.96 Cr,Possession by Dec'28
r389667,3 BHK,1020 sq.ft,Super Area,1.68 Cr,Possession by Dec'28
r389667,2 BHK,393 sq.ft,Super Area,82 Lac,Possession by Dec'28
r389667,2 BHK,394 sq.ft,Super Area,82 Lac,Possession by Dec'28
r389667,2 BHK,395 sq.ft,Super Area,82 Lac,Possession by Dec'28
r389667,2 BHK,396 sq.ft,Super Area,82 Lac,Possession by Dec'28
r389667,2 BHK,503 sq.ft,Super Area,97.9 Lac,Possession by Dec'28
r389667,2 BHK,550 sq.ft,Super Area,1.01 Cr,Possession by Dec'28
r389667,2 BHK,620 sq.ft,Super Area,1.11 Cr,Possession by Dec'28
r389667,2 BHK,650 sq.ft,Super Area,1.13 Cr,Possession by Dec'28
r389667,2 BHK,680 sq.ft,Super Area,1.20 Cr,Possession by Dec'28
r389667,2 BHK,700 sq.ft,Super Area,1.24 Cr,Possession by Dec'28
r389667,2 BHK,707 sq.ft,Super Area,1.37 Cr,Possession by Dec'28
