District Name,Project Name,Project Type,Promoter Name,Application No.,Registration No.,Actions,chec_regno
Jaipur,REDWOOD ATHARVA,GROUP HOUSING,REDWOOD DREAM HOMES,RAJ-RERA-APP-P-2023-7377,RAJ/P/2023/2470 (02/04/2023),View,RAJ_P_2023_2470 (02_04_2023)
Kota,SHIVAM ENCLAVE,PLOTTED,RAJENDRA SHRINGI,RAJ-RERA-APP-P-2023-7365,RAJ/P/2023/2525 (01/05/2023),View,RAJ_P_2023_2525 (01_05_2023)
Sikar,KISAN VIHAR-2 RESIDENTIAL SCHEME,PLOTTED,ABDUL GAFAR,RAJ-RERA-APP-P-2023-7359,RAJ/P/2023/2463 (29/03/2023),View,RAJ_P_2023_2463 (29_03_2023)
Sikar,KISAN VIHAR-1 RESIDENTIAL SCHEME,PLOTTED,ZAKIR MOHAMMED,RAJ-RERA-APP-P-2023-7360,RAJ/P/2023/2462 (29/03/2023),View,RAJ_P_2023_2462 (29_03_2023)
Sri Ganganagar,Ridhi Sidhi Devkinandan Golyan Market,PLOTTED,Sri Ganganagar Cold Storage Private Limited,RAJ-RERA-APP-P-2023-7358,RAJ/P/2023/2471 (02/04/2023),View,RAJ_P_2023_2471 (02_04_2023)
Sri Ganganagar,SHREE RADHEY ENCLAVE EXTENSION,PLOTTED,SRIGANGANAGAR HOME DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7339,RAJ/P/2023/2590 (23/06/2023),View,RAJ_P_2023_2590 (23_06_2023)
Barmer,BHAGWATI GREEN SECOND,GROUP HOUSING,BHAGWATI GREEN PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7289,RAJ/P/2023/2453 (24/03/2023),View,RAJ_P_2023_2453 (24_03_2023)
Hanumangarh,"Shopping Centre (Block-A & B) in Housing Scheme, Hanumangarh Near DTO Office",PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7283,RAJ/P/2023/2457 (28/03/2023),View,RAJ_P_2023_2457 (28_03_2023)
Jaipur,NATURE HOMES' AMALTAS,GROUP HOUSING,NATURE HOMES BUILDERS AND DEVELOPERS LLP,RAJ-RERA-APP-P-2023-7278,RAJ/P/2023/2466 (30/03/2023),View,RAJ_P_2023_2466 (30_03_2023)
Jaipur,Girdhar Prime,GROUP HOUSING,GOPAL AGRAWAL,RAJ-RERA-APP-P-2023-7271,RAJ/P/2023/2479 (04/04/2023),View,RAJ_P_2023_2479 (04_04_2023)
Jaipur,KEDIA'S ARAVALI,PLOTTED,KEDIA BUILDERS AND COLONIZERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7280,RAJ/P/2023/2437 (17/03/2023),View,RAJ_P_2023_2437 (17_03_2023)
Churu,SHOPPING CENTER AT CHURU BLOCK - B,PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7251,RAJ/P/2023/2451 (22/03/2023),View,RAJ_P_2023_2451 (22_03_2023)
Jhunjhunu,"Shopping Centre in Residential Colony, Near Railway Crossing No. 265C, Jhunjhunu",PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7249,RAJ/P/2023/2449 (22/03/2023),View,RAJ_P_2023_2449 (22_03_2023)
Jaipur,Audit City II,PLOTTED,Khandelwal Infraheights Private Limited,RAJ-RERA-APP-P-2023-7248,RAJ/P/2023/2438 (18/03/2023),View,RAJ_P_2023_2438 (18_03_2023)
Bikaner,"Shopping Centre in Sector-17, Mukta Prasad Nagar, Bikaner",PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7230,RAJ/P/2023/2450 (22/03/2023),View,RAJ_P_2023_2450 (22_03_2023)
Sri Ganganagar,SHREENATH ENCLAVE SECTOR 3,PLOTTED,SKY HEIGHT REALMART PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7228,RAJ/P/2023/2491 (08/04/2023),View,RAJ_P_2023_2491 (08_04_2023)
Churu,SHOPPING CENTER AT CHURU BLOCK - A,PLOTTED,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7195,RAJ/P/2023/2472 (02/04/2023),View,RAJ_P_2023_2472 (02_04_2023)
Jodhpur,SIDDHI HOMES,GROUP HOUSING,WORTHREALTORS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7203,RAJ/P/2023/2610 (10/07/2023),View,RAJ_P_2023_2610 (10_07_2023)
Jaipur,Ashiana Greens Phase 5,GROUP HOUSING,The Green Triveni Developer,RAJ-RERA-APP-P-2023-7191,RAJ/P/2023/2447 (21/03/2023),View,RAJ_P_2023_2447 (21_03_2023)
Jaipur,RIYASAT BASERA,PLOTTED,RIYASAT INFRA DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7199,RAJ/P/2023/2428 (11/03/2023),View,RAJ_P_2023_2428 (11_03_2023)
Jodhpur,H D PLAZA,GROUP HOUSING,H D KUMAR,RAJ-RERA-APP-P-2023-7198,RAJ/P/2023/2500 (14/04/2023),View,RAJ_P_2023_2500 (14_04_2023)
Jaipur,SIDDHI HOMES,PLOTTED,KULDHARA LAND DEVELOPERS LLP,RAJ-RERA-APP-P-2023-7190,RAJ/P/2023/2440 (18/03/2023),View,RAJ_P_2023_2440 (18_03_2023)
Jaipur,Gomti Apartments,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2023-7183,RAJ/P/2023/2473 (02/04/2023),View,RAJ_P_2023_2473 (02_04_2023)
Jaipur,CHOUDHARY BALURAM NAGAR,PLOTTED,Tara Chand Khinchi,RAJ-RERA-APP-P-2023-7180,RAJ/P/2023/2745 (06/10/2023),View,RAJ_P_2023_2745 (06_10_2023)
Kota,SOOD VIHAAR,PLOTTED,VRB DEVELOPERS LLP,RAJ-RERA-APP-P-2023-7166,RAJ/P/2023/2429 (11/03/2023),View,RAJ_P_2023_2429 (11_03_2023)
Jaipur,THE CENTURY ELITE,GROUP HOUSING,NEELKANTH HOMES,RAJ-RERA-APP-P-2023-7160,RAJ/P/2023/2431 (14/03/2023),View,RAJ_P_2023_2431 (14_03_2023)
Jaipur,SOMYA SKY ELITE,GROUP HOUSING,SOMYA BUILDHOME LLP,RAJ-RERA-APP-P-2023-7163,RAJ/P/2023/2454 (24/03/2023),View,RAJ_P_2023_2454 (24_03_2023)
Jaipur,Four Way Homes,GROUP HOUSING,MIDAS BUILDREAL PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7165,RAJ/P/2023/2578 (12/06/2023),View,RAJ_P_2023_2578 (12_06_2023)
Jodhpur,ANANT GARH,PLOTTED,RISHABH KATTA,RAJ-RERA-APP-P-2023-7159,RAJ/P/2023/2443 (21/03/2023),View,RAJ_P_2023_2443 (21_03_2023)
Jaipur,SNB AVENUES'S COMMERCIAL LAND,PLOTTED,SNB AVENUES,RAJ-RERA-APP-P-2023-7158,RAJ/P/2023/2543 (12/05/2023),View,RAJ_P_2023_2543 (12_05_2023)
Udaipur,KANAK GHAR,GROUP HOUSING,KRATICONSTRUCTION PROPRIETOR ASHOKSONI,RAJ-RERA-APP-P-2023-7149,RAJ/P/2023/2509 (19/04/2023),View,RAJ_P_2023_2509 (19_04_2023)
Jhunjhunu,KRISHANA CITY (BLOCK-A),PLOTTED,GYARSI LAL MEENA,RAJ-RERA-APP-P-2023-7147,RAJ/P/2023/2507 (19/04/2023),View,RAJ_P_2023_2507 (19_04_2023)
Kota,SHREE GIRRAJ DHAM,PLOTTED,JAGDISH PRASAD,RAJ-RERA-APP-P-2023-7137,RAJ/P/2023/2484 (07/04/2023),View,RAJ_P_2023_2484 (07_04_2023)
Jaipur,"KHASRA NO. 331/1, 333, 334/1, 340/1, 340/2, 340/3, 340/4 VIDHAYAK AWAS JALUPURA",PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2023-7145,RAJ/P/2023/2417 (04/03/2023),View,RAJ_P_2023_2417 (04_03_2023)
Alwar,Trehan Vistaar,PLOTTED,TREHAN APNA GHAR PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7141,RAJ/P/2023/2458 (28/03/2023),View,RAJ_P_2023_2458 (28_03_2023)
Sri Ganganagar,SHREENATH ENCLAVE SECTOR 03,PLOTTED,ANANDAM HEIGHTS DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7134,RAJ/P/2023/2433 (15/03/2023),View,RAJ_P_2023_2433 (15_03_2023)
Sri Ganganagar,SHREENATH HOMES SECTOR 2,PLOTTED,ANANDAM HEIGHTS DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7131,RAJ/P/2023/2459 (28/03/2023),View,RAJ_P_2023_2459 (28_03_2023)
Jaipur,Vaishali Residency,PLOTTED,YLB RUDRA HOMES DEVELOPERS,RAJ-RERA-APP-P-2023-7135,RAJ/P/2023/2444 (21/03/2023),View,RAJ_P_2023_2444 (21_03_2023)
Nagaur,SANGEMARMAR CITY,GROUP HOUSING,Nakshatra Buildcon,RAJ-RERA-APP-P-2023-7129,RAJ/P/2023/2591 (23/06/2023),View,RAJ_P_2023_2591 (23_06_2023)
Sirohi,"MIG-B 25, MIG-A 34, LIG 65, EWS 79 & GHARONDA 39 AT SECTOR 3 MANPURA ABUROAD",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7133,RAJ/P/2023/2416 (28/02/2023),View,RAJ_P_2023_2416 (28_02_2023)
Jaipur,MNIT Faculty Residency,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7130,RAJ/P/2023/2412 (28/02/2023),View,RAJ_P_2023_2412 (28_02_2023)
Jaipur,RAGHUNANDAN HEIGHTS I,GROUP HOUSING,CONSOL VENTURES PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7126,RAJ/P/2023/2474 (02/04/2023),View,RAJ_P_2023_2474 (02_04_2023)
Jaipur,"RHB Greenwood Horizon, Sector-28, Pratap Nagar, Jaipur",Mixed (Residential And Commercial),RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7124,RAJ/P/2023/2410 (25/02/2023),View,RAJ_P_2023_2410 (25_02_2023)
Jaipur,"RHB Greenwood Mansion, Sector-28, Pratap Nagar, Jaipur",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7123,RAJ/P/2023/2411 (28/02/2023),View,RAJ_P_2023_2411 (28_02_2023)
Bikaner,Instyle City Homes,PLOTTED,Instyle Developers Private Limited,RAJ-RERA-APP-P-2023-7122,RAJ/P/2023/2445 (21/03/2023),View,RAJ_P_2023_2445 (21_03_2023)
Jaipur,"RESIDENTIAL SCHEME-VILLAGE MANSHARAMPURA KHASRA NO. 37, 38, 72 & 105",PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2023-7119,RAJ/P/2023/2418 (04/03/2023),View,RAJ_P_2023_2418 (04_03_2023)
Jaipur,"RHB Greenwood Iconic, Sector-28, Pratap Nagar, Jaipur",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7120,RAJ/P/2023/2403 (25/02/2023),View,RAJ_P_2023_2403 (25_02_2023)
Jodhpur,"Barli Housing Scheme Phase-IV Jodhpur EWS-407, LIG I-205, LIG II- 185, MIGA-125, MIGB- 105 & HIG- 63",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7112,RAJ/P/2023/2404 (25/02/2023),View,RAJ_P_2023_2404 (25_02_2023)
Jaipur,SAMRIDDHI APARTMENT (Pocket-2),GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7116,RAJ/P/2023/2399 (22/02/2023),View,RAJ_P_2023_2399 (22_02_2023)
Jaipur,SAMRIDDHI APARTMENT (Pocket-1),GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7110,RAJ/P/2023/2398 (22/02/2023),View,RAJ_P_2023_2398 (22_02_2023)
Jaipur,THE LABURNUM,GROUP HOUSING,KHATUSHYAM VIMLA INFRABUILD LLP,RAJ-RERA-APP-P-2023-7108,RAJ/P/2023/2460 (28/03/2023),View,RAJ_P_2023_2460 (28_03_2023)
Jaipur,The Emerald,GROUP HOUSING,ARD BUILDHOME PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7109,RAJ/P/2023/2424 (05/03/2023),View,RAJ_P_2023_2424 (05_03_2023)
Jaipur,Shree Krishna Residency,GROUP HOUSING,M/s Shree Krishna Associates,RAJ-RERA-APP-P-2023-7092,RAJ/P/2023/2441 (21/03/2023),View,RAJ_P_2023_2441 (21_03_2023)
Kota,Riddhi Home's Block A,PLOTTED,NARENDRA KHANDELWAL,RAJ-RERA-APP-P-2023-7106,RAJ/P/2023/2427 (10/03/2023),View,RAJ_P_2023_2427 (10_03_2023)
Kota,Riddhi Home's Block B,PLOTTED,NARENDRA KHANDELWAL,RAJ-RERA-APP-P-2023-7105,RAJ/P/2023/2432 (15/03/2023),View,RAJ_P_2023_2432 (15_03_2023)
Jaipur,KESAR GREEN,PLOTTED,GURU KRIPA DEVELOPERS,RAJ-RERA-APP-P-2023-7101,RAJ/P/2023/2397 (22/02/2023),View,RAJ_P_2023_2397 (22_02_2023)
Jaipur,THE SHYAM HAVELI,GROUP HOUSING,Shree Shyam Buildhome,RAJ-RERA-APP-P-2023-7091,RAJ/P/2023/2434 (15/03/2023),View,RAJ_P_2023_2434 (15_03_2023)
Jaipur,SANTOSH VILLA-B,PLOTTED,Ramu Lal Meena,RAJ-RERA-APP-P-2023-7087,RAJ/P/2023/2446 (21/03/2023),View,RAJ_P_2023_2446 (21_03_2023)
Bhilwara,Construction of MIGB – 07 Nos. MIGA – 09 Nos. LIG – 18 Nos. EWS – 49 Nos.,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7089,RAJ/P/2023/2413 (28/02/2023),View,RAJ_P_2023_2413 (28_02_2023)
Jaipur,IMPERIA PALACE,GROUP HOUSING,PANCHVATI SHRI KRIPA LLP,RAJ-RERA-APP-P-2023-7090,RAJ/P/2023/2422 (04/03/2023),View,RAJ_P_2023_2422 (04_03_2023)
Jaipur,Pearl Bhawani,GROUP HOUSING,Pearl Spytech Realtors LLP,RAJ-RERA-APP-P-2023-7086,RAJ/P/2023/2549 (19/05/2023),View,RAJ_P_2023_2549 (19_05_2023)
Jaipur,RIYASAT GOVINDAM BLOCK-A,PLOTTED,RIYASAT INFRATECH DEVELOPERS LLP,RAJ-RERA-APP-P-2023-7077,RAJ/P/2023/2388 (19/02/2023),View,RAJ_P_2023_2388 (19_02_2023)
Sikar,SHRI RAM NAGAR,PLOTTED,LALU RAM,RAJ-RERA-APP-P-2023-7082,RAJ/P/2023/2394 (20/02/2023),View,RAJ_P_2023_2394 (20_02_2023)
Ajmer,"HIG 40, MIG- B 75 & MIG- A 60 HOUSES AT KHODA GANESH ROAD PHASE – I OF PHASE IV KISHANGARH",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7083,RAJ/P/2023/2405 (25/02/2023),View,RAJ_P_2023_2405 (25_02_2023)
Jaipur,MANGLAM ANAND BAGH,PLOTTED,MANGLAM ASSOCIATES,RAJ-RERA-APP-P-2023-7081,RAJ/P/2023/2407 (25/02/2023),View,RAJ_P_2023_2407 (25_02_2023)
Jaipur,GREEN PALM,GROUP HOUSING,TULIP BUILDERS,RAJ-RERA-APP-P-2023-7066,RAJ/P/2023/2448 (21/03/2023),View,RAJ_P_2023_2448 (21_03_2023)
Jaipur,"Kedia's ""THE SEZASTHAN""",GROUP HOUSING,Kedia Real Estate Limited Liability Partnership,RAJ-RERA-APP-P-2023-7065,RAJ/P/2023/2387 (17/02/2023),View,RAJ_P_2023_2387 (17_02_2023)
Jaipur,“Galaxy Enclave” “The Urban Village Extension”,PLOTTED,GALAXY REALMART PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7057,RAJ/P/2023/2419 (04/03/2023),View,RAJ_P_2023_2419 (04_03_2023)
Jaipur,PAVILION,Commercial,SUKHANI BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2023-7058,RAJ/P/2023/2395 (20/02/2023),View,RAJ_P_2023_2395 (20_02_2023)
Jaipur,“Galaxy Enclave” “The Urban Village Splendor”,PLOTTED,Galaxy Buildmart Private Limited,RAJ-RERA-APP-P-2023-7056,RAJ/P/2023/2426 (08/03/2023),View,RAJ_P_2023_2426 (08_03_2023)
Udaipur,Pratap Apartment,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-7055,RAJ/P/2023/2389 (19/02/2023),View,RAJ_P_2023_2389 (19_02_2023)
Jaipur,The Residence,GROUP HOUSING,K. G. KOTHARI PRIMEHOMES LLP,RAJ-RERA-APP-P-2023-7053,RAJ/P/2023/2577 (09/06/2023),View,RAJ_P_2023_2577 (09_06_2023)
Jaipur,ELITE PRIDE,GROUP HOUSING,Elite Project Developers LLP,RAJ-RERA-APP-P-2023-7043,RAJ/P/2023/2442 (21/03/2023),View,RAJ_P_2023_2442 (21_03_2023)
Jaipur,KRISH VIHAR-II,PLOTTED,HEMLATA PARWANI,RAJ-RERA-APP-P-2023-7042,RAJ/P/2023/2400 (23/02/2023),View,RAJ_P_2023_2400 (23_02_2023)
Barmer,KAILASH RESIDENCY,GROUP HOUSING,KAILASH BUILDCON,RAJ-RERA-APP-P-EXEM-2023-7,RAJ/RERAExempted Project/2023/006 (02/03/2023),View,RAJ_RERAExempted Project_2023_006 (02_03_2023)
Jaipur,RIYASAT GOVINDAM BLOCK-B,PLOTTED,RIYASAT INFRA DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-7049,RAJ/P/2023/2385 (15/02/2023),View,RAJ_P_2023_2385 (15_02_2023)
Jaipur,Parth Residency - VI,GROUP HOUSING,Parth Sarthi And Sons,RAJ-RERA-APP-P-2023-7016,RAJ/P/2023/2386 (15/02/2023),View,RAJ_P_2023_2386 (15_02_2023)
Jaipur,"RESIDENTIAL SCHEME-VILLAGE BASSI KHASRA NO. 1629, 1630 & 1631",PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2023-7037,RAJ/P/2023/2382 (14/02/2023),View,RAJ_P_2023_2382 (14_02_2023)
Jaipur,SONIYA RESIDENCY,GROUP HOUSING,LUCKY BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2023-7001,RAJ/P/2023/2461 (28/03/2023),View,RAJ_P_2023_2461 (28_03_2023)
Jaipur,JVJ SKYLINE,GROUP HOUSING,JVJ DREAM DEVELOPERS LLP,RAJ-RERA-APP-P-2023-7007,RAJ/P/2023/2423 (04/03/2023),View,RAJ_P_2023_2423 (04_03_2023)
Jaipur,MAHI APARTMENT,GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-6991,RAJ/P/2023/2390 (19/02/2023),View,RAJ_P_2023_2390 (19_02_2023)
Bundi,"CHS, Lakheri, Phase-III",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-6984,RAJ/P/2023/2406 (25/02/2023),View,RAJ_P_2023_2406 (25_02_2023)
Alwar,LORDS CITY HOME - (PHASE 3),GROUP HOUSING,LORDS INDIA ENTERTAINMENT PRIVATE LIMITED,RAJ-RERA-APP-P-2023-6990,RAJ/P/2023/2655 (12/08/2023),View,RAJ_P_2023_2655 (12_08_2023)
Sikar,Vishwanath Square,Mixed (Residential And Commercial),SUNIL KUMAR BIDAWATKA,RAJ-RERA-APP-P-2023-6978,RAJ/P/2023/2425 (05/03/2023),View,RAJ_P_2023_2425 (05_03_2023)
Jaipur,KRISHNA VILLAS,PLOTTED,Shreshth Realtechnologies Private Limited,RAJ-RERA-APP-P-2023-6972,RAJ/P/2023/2408 (25/02/2023),View,RAJ_P_2023_2408 (25_02_2023)
Jaipur,Shivam Majestic,GROUP HOUSING,CADMAX AND MAHAKAAL BUILDERS LLP,RAJ-RERA-APP-P-2023-6971,RAJ/P/2023/2435 (15/03/2023),View,RAJ_P_2023_2435 (15_03_2023)
Jaipur,SR ENCLAVE,PLOTTED,LAVISH RAMAN,RAJ-RERA-APP-P-2023-6977,RAJ/P/2023/2420 (04/03/2023),View,RAJ_P_2023_2420 (04_03_2023)
Jaipur,SR ENCLAVE,PLOTTED,LAVISH RAMAN,RAJ-RERA-APP-P-2023-6977,RAJ/P/2023/2420 (04/03/2023),View,RAJ_P_2023_2420 (04_03_2023)
Jodhpur,ASHAPURNA NRI PHASE- IV,GROUP HOUSING,ASHAPURNA BUILDCON LIMITED,RAJ-RERA-APP-P-2023-6963,RAJ/P/2023/2409 (25/02/2023),View,RAJ_P_2023_2409 (25_02_2023)
Jaipur,VRB SPARKLE,PLOTTED,VRB DREAM HOMES PRIVATE LIMITED,RAJ-RERA-APP-P-2023-6970,RAJ/P/2023/2372 (07/02/2023),View,RAJ_P_2023_2372 (07_02_2023)
Jaipur,SHANTI VIHAR,PLOTTED,RAM KUMAR POONIA,RAJ-RERA-APP-P-2023-6962,RAJ/P/2023/2381 (14/02/2023),View,RAJ_P_2023_2381 (14_02_2023)
Jaipur,MANGLAM INDUSTRIAL CITY- 2,PLOTTED,SHREE BALAJI TOWNSHIP,RAJ-RERA-APP-P-2023-6956,RAJ/P/2023/2373 (07/02/2023),View,RAJ_P_2023_2373 (07_02_2023)
Kota,ADINATH RESIDENCY,PLOTTED,KAMALUDDIN GANI,RAJ-RERA-APP-P-2023-6946,RAJ/P/2023/2365 (02/02/2023),View,RAJ_P_2023_2365 (02_02_2023)
Jaipur,RAMAA ENCLAVE II,PLOTTED,JANAK NANDINI BUILDWELL PRIVATE LIMITED,RAJ-RERA-APP-P-EXEM-2023-6,RAJ/RERAExempted Project/2023/005 (18/02/2023),View,RAJ_RERAExempted Project_2023_005 (18_02_2023)
Jaipur,ARYA MANSION,GROUP HOUSING,Opulent Constructions,RAJ-RERA-APP-P-2023-6953,RAJ/P/2023/2421 (04/03/2023),View,RAJ_P_2023_2421 (04_03_2023)
Kota,GOLDEN GREEN LANDS WAREHOUSE AND AGRO BASE INDUSTRIES SCHEME,PLOTTED,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2023-6943,RAJ/P/2023/2514 (19/04/2023),View,RAJ_P_2023_2514 (19_04_2023)
Kota,DEVNARYAN NAGAR EXTENSION HOUSING SCHEME,PLOTTED,"URBAN IMPROVEMENT TRUST,KOTA",RAJ-RERA-APP-P-2023-6942,RAJ/P/2023/2391 (19/02/2023),View,RAJ_P_2023_2391 (19_02_2023)
Jodhpur,ASHAPURNA NRI PHASE- III,PLOTTED,ASHAPURNA BUILDCON LIMITED,RAJ-RERA-APP-P-2023-6936,RAJ/P/2023/2396 (21/02/2023),View,RAJ_P_2023_2396 (21_02_2023)
Jaipur,KANAK VRINDA HEIGHTS,GROUP HOUSING,TANISHK HOUSING DEVELOPMENT LLP,RAJ-RERA-APP-P-2023-6937,RAJ/P/2023/2376 (10/02/2023),View,RAJ_P_2023_2376 (10_02_2023)
Sirohi,CMJAY–Shiv Villa,GROUP HOUSING,KRISHNA DEVELOPERS,RAJ-RERA-APP-P-2023-6938,RAJ/P/2023/2619 (13/07/2023),View,RAJ_P_2023_2619 (13_07_2023)
Kota,GURUDWARA ENCLAVE,PLOTTED,GURNOOR SINGH ATWAL,RAJ-RERA-APP-P-2023-6929,RAJ/P/2023/2363 (31/01/2023),View,RAJ_P_2023_2363 (31_01_2023)
Jaipur,THE ELYSIAN,Commercial,VATSAL SWASTIK PROJECTS,RAJ-RERA-APP-P-2023-6931,RAJ/P/2023/2379 (12/02/2023),View,RAJ_P_2023_2379 (12_02_2023)
Jhalawar,DEV DARSHAN COLONY,PLOTTED,DEVI SINGH,RAJ-RERA-APP-P-2023-6920,RAJ/P/2023/2492 (08/04/2023),View,RAJ_P_2023_2492 (08_04_2023)
Jaipur,RIYASAT KUNJ,PLOTTED,RIYASAT INFRA DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-6926,RAJ/P/2023/2356 (29/01/2023),View,RAJ_P_2023_2356 (29_01_2023)
Jaipur,ALTURA,GROUP HOUSING,TECHNO VISION BUILDERS,RAJ-RERA-APP-P-2023-6922,RAJ/P/2023/2374 (10/02/2023),View,RAJ_P_2023_2374 (10_02_2023)
Jaipur,Shree City – II Block-D,PLOTTED,SHREE GOVIND TOWN PLANNERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-6914,RAJ/P/2023/2357 (29/01/2023),View,RAJ_P_2023_2357 (29_01_2023)
Jaipur,ATAL VIHAR,PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2023-6893,RAJ/P/2023/2361 (31/01/2023),View,RAJ_P_2023_2361 (31_01_2023)
Jaipur,AMOUR PALASH,GROUP HOUSING,HOLY FAMILY BUILDERS AND COLONIZERS PRIVATE LIMITED,RAJ-RERA-APP-P-2023-6892,RAJ/P/2023/2368 (03/02/2023),View,RAJ_P_2023_2368 (03_02_2023)
Jaipur,AMOUR ANAND,GROUP HOUSING,NEETU AHLUWALIA,RAJ-RERA-APP-P-2023-6891,RAJ/P/2023/2367 (03/02/2023),View,RAJ_P_2023_2367 (03_02_2023)
Jaipur,RIYASAT TOWN 1ST,PLOTTED,GOKUL KRIPA COLONIZERS AND DEVELOPERS PVT. LTD.,RAJ-RERA-APP-P-2023-6885,RAJ/P/2023/2349 (21/01/2023),View,RAJ_P_2023_2349 (21_01_2023)
Ajmer,PANCHWATI,PLOTTED,DELIGHT INFRAHEIGHTS LLP,RAJ-RERA-APP-P-2023-6879,RAJ/P/2023/2345 (19/01/2023),View,RAJ_P_2023_2345 (19_01_2023)
Sikar,MARUTI VIHAR AAWASIYA YOJNA,PLOTTED,MAHAVIR PRASAD SAINI,RAJ-RERA-APP-P-2023-6882,RAJ/P/2023/2358 (29/01/2023),View,RAJ_P_2023_2358 (29_01_2023)
Jaipur,SHRI SHYAM CITY,PLOTTED,Raju Verma,RAJ-RERA-APP-P-2023-6881,RAJ/P/2023/2392 (19/02/2023),View,RAJ_P_2023_2392 (19_02_2023)
Jaipur,LAVASA,GROUP HOUSING,HAMSA BUILDERS DEVELOPERS LLP,RAJ-RERA-APP-P-2023-6875,RAJ/P/2023/2350 (21/01/2023),View,RAJ_P_2023_2350 (21_01_2023)
Jaipur,Shubhashray Keshwana Phase 1,GROUP HOUSING,Shramik Awas Vikasak LLP,RAJ-RERA-APP-P-2023-6876,RAJ/P/2023/2468 (31/03/2023),View,RAJ_P_2023_2468 (31_03_2023)
Sri Ganganagar,AASHIYANA,PLOTTED,Aashiyana Developers,RAJ-RERA-APP-P-2023-6874,RAJ/P/2023/2653 (10/08/2023),View,RAJ_P_2023_2653 (10_08_2023)
Hanumangarh,"Const. of EWS, LIG, MIG-A Flats, Phase-I",GROUP HOUSING,RAJASTHAN HOUSING BOARD,RAJ-RERA-APP-P-2023-6870,RAJ/P/2023/2353 (29/01/2023),View,RAJ_P_2023_2353 (29_01_2023)
Alwar,THE SKY SUITES,GROUP HOUSING,K N BUILDWELL PRIVATE LIMITED,RAJ-RERA-APP-P-2023-6871,RAJ/P/2023/2384 (15/02/2023),View,RAJ_P_2023_2384 (15_02_2023)
Jaipur,SHUBHASHRAY VATIKA,GROUP HOUSING,Pure Awas Developers LLP,RAJ-RERA-APP-P-2023-6867,RAJ/P/2023/2436 (15/03/2023),View,RAJ_P_2023_2436 (15_03_2023)
Jaipur,CASA- 10,GROUP HOUSING,PANACHE BUILDTECH LLP,RAJ-RERA-APP-P-2023-6857,RAJ/P/2023/2366 (02/02/2023),View,RAJ_P_2023_2366 (02_02_2023)
